player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
fay-henderson,Fay Henderson,,0.0,1.0,1.0,2.0,12.0
hailey-duff,Hailey Duff,,0.0,1.0,1.0,2.0,12.0
helen-williams,Helen Williams,,1.0,1.0,0.0,12.0,2.0
karen-titheridge,Karen Titheridge,,1.0,1.0,0.0,12.0,2.0
katie-mcmillan,Katie McMillan,,0.0,1.0,1.0,2.0,12.0
kristen-tsourlenes,Kristen Tsourlenes,,1.0,1.0,0.0,12.0,2.0
laura-watt,Laura Watt,,0.0,1.0,1.0,2.0,12.0
lisa-davie,Lisa Davie,,0.0,1.0,1.0,2.0,12.0
michelle-fredericks-armstrong,Michelle Fredericks Armstrong,,1.0,1.0,0.0,12.0,2.0
sara-westman,Sara Westman,,1.0,1.0,0.0,12.0,2.0
