player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
aedan-johnson,AEDAN JOHNSON,K,,,,,,,,1.0,23.0,1.0,1.0,,,,,1.0,4.0,5.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antonio-simley,Antonio Simley,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
chei-hill,Chei Hill,DL,4.0,,0.0,0.0,0.0,0.0,2.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
claude-davis,Claude Davis,,2.0,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,0.0,6.0,0.0,1.0,29.0,1.0,3.0
darius-prince,DARIUS PRINCE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,34.0,0.0,0.0,3.0,84.0,5.0,,,,,,,,,,
darryl-overstreet-jr,Darryl Overstreet Jr.,QB,,536.0,,,,,,,,,,,,2.0,,,,,,,,,28.0,15.0,34.0,12.0,0.0,84.0,1.0,4.0,183.0,0.0,,,,,,,,,,,,,,,,,
dejohn-rogers,Dejohn Rogers,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
delvon-randall,Delvon Randall,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,,,,,18.0,0.0,36.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,4.0
dezmon-epps,Dezmon Epps,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,3.0,,,,,5.0,0.0,17.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,1.0
dontorian-best,Dontorian Best,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
ezekiel-rose,Ezekiel Rose,DL,2.0,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
geemontae-peck,Geemontae Peck,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
gunner-hurlburt,Gunner Hurlburt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,1.0,4.0,1.0,,,,,,,,,,
javonte-johnson,JaVonte Johnson,QB,,568.0,,,,,,,,,,,,1.0,,,,,,,,,37.0,21.0,43.0,12.0,0.0,107.0,0.0,8.0,258.0,0.0,,,,,,,,,,,,,,,,,
jadarius-byrd,Jadarius Byrd,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
jalin-marshall,Jalin Marshall,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
jamal-couch,Jamal Couch,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20.0,0.0,0.0,1.0,72.0,9.0,,,,,,,,,,
jeremiah-taylor,Jeremiah Taylor,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,0.0,5.0,1.0,,,,,,,,,0.0,1.0
joe-powell,Joe Powell,DB/LB/SAF,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,6.0,,,,,19.0,0.0,118.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,7.0
karonce-higgins,KARONCE HIGGINS,WR,2.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0
keontay-shorter,Keontay Shorter,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
labarron-mallory,Labarron Mallory,DB,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
ledarian-mcallister,Ledarian Mcallister,WR,,,,,,,,,,,,,,,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,11.0,31.0,0.0,0.0,3.0,56.0,5.0,0.0,,,,,,,,,
leon-brown,Leon Brown,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
mike-lee,Mike Lee,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
noah-buttiglieri,Noah Buttiglieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,0.0,1.0,3.0,,
phoenix-sproles,Phoenix Sproles,WR,,,,,,,,,,,,,,,2.0,,,,,10.0,0.0,20.0,,,,,,,,,,,24.0,43.0,0.0,0.0,2.0,96.0,4.0,0.0,,,,,,,,,
ryan-johnson,RYAN JOHNSON,G/H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,29.0,0.0,0.0,0.0,29.0,1.0,,,,,,,,,,
shaki-holines,Shaki Holines,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
shannon-brooks,Shannon Brooks,RB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,11.0,11.0,0.0,0.0,0.0,11.0,1.0,,0.0,0.0,0.0,5.0,0.0,0.0,-1.0,0.0,1.0
shiloh-flanagan,Shiloh Flanagan,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,6.0,16.0,0.0,0.0,0.0,23.0,4.0,,,,,,,,,0.0,3.0
siasoi-finau,Siasoi Finau,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
sidney-houston-jr,Sidney Houston Jr.,DL,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0
svante-davenport,Svante Davenport,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
toree-boyd,Toree Boyd,OL,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
tyriq-starks,Tyriq Starks,QB,,0.0,,,,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
tyron-laughinghouse,Tyron Laughinghouse,ATH/WR,,,,,,,,,,,,,,,1.0,,,,,3.0,0.0,3.0,,,,,,,,,,,5.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,
will-caviness,Will Caviness,K,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
