player_id,player_name,positions,field_goal_yards,interceptions_lost,passing_tds,passing_yards,patkick,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
berdale-robins,BerDale Robins,DB,0.0,1.0,5.0,253.0,0.0,0.0,10.0,3.0,1.0,40.0
derrick-jones,Derrick Jones,CB/DB,0.0,1.0,5.0,253.0,0.0,0.0,11.0,2.0,1.0,40.0
desmond-maxwell,Desmond  Maxwell,FB/LB/RB,0.0,1.0,5.0,253.0,0.0,0.0,11.0,2.0,1.0,40.0
joel-blankenship,JOEL BLANKENSHIP,RB,0.0,1.0,5.0,253.0,0.0,0.0,10.0,3.0,1.0,40.0
jairus-grissom,Jairus Grissom,QB,0.0,2.0,5.0,175.0,0.0,2.0,72.0,8.0,1.0,9.0
malik-henry-2,Malik Henry,QB,0.0,2.0,5.0,175.0,0.0,0.0,10.0,3.0,0.0,0.0
malik-honeycutt,Malik Honeycutt,WR,0.0,1.0,5.0,253.0,0.0,2.0,106.0,5.0,1.0,1.0
