player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
chinami-yoshida,Chinami Yoshida,,1.0,1.0,0.0,4.0,3.0
fay-henderson,Fay Henderson,,0.0,1.0,1.0,3.0,4.0
hailey-duff,Hailey Duff,,0.0,1.0,1.0,3.0,4.0
katie-mcmillan,Katie McMillan,,0.0,1.0,1.0,3.0,4.0
laura-watt,Laura Watt,,0.0,1.0,1.0,3.0,4.0
lisa-davie,Lisa Davie,,0.0,1.0,1.0,3.0,4.0
satsuki-fujisawa,Satsuki Fujisawa,,1.0,1.0,0.0,4.0,3.0
tori-koana,Tori Koana,,1.0,1.0,0.0,4.0,3.0
yumi-suzuki,Yumi Suzuki,,1.0,1.0,0.0,4.0,3.0
yurika-yoshida,Yurika Yoshida,,1.0,1.0,0.0,4.0,3.0
