player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
ante-milanovic-litre,Ante MILANOVIC-LITRE,RB,,,,,,,,0.0,0.0,0.0,0.0,47.0,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,,,,1.0,61.0,
brendan-oleary-orange,Brendan O\'LEARY-ORANGE,WR,,,,,,,,0.0,16.0,1.0,,,
chris-osei-kusi,Chris Osei-Kusi,WR,,,,,,,,0.0,19.0,1.0,,,
christian-saulsberry,Christian Saulsberry,WR/RB,,,,,,,,,,,0.0,7.0,
dalton-schoen,Dalton SCHOEN,WR,,,,,,,,0.0,13.0,1.0,,,
derel-walker,Derel Walker,WR,,,,,,,,0.0,19.0,3.0,,,
dru-brown,Dru Brown,QB,,0.0,,,1.0,65.0,,,,,,,
edm-dst,EDM DST,DST,,,1.0,,,,48.0,,,,,,0.0
edm-qb,EDM QB,QB,,2.0,,,1.0,220.0,,,,,,,
johnny-augustine,Johnny AUGUSTINE,RB,,,,,,,,,,,0.0,10.0,
kai-locksley,Kai Locksley,QB,,,,,,,,,,,0.0,7.0,
lucky-jackson,Lucky Jackson,WR,,,,,,,,0.0,0.0,0.0,,,
nic-demski,Nic DEMSKI,WR,,,,,,,,1.0,31.0,1.0,0.0,22.0,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,,,,0.0,0.0,
sergio-castillo,Sergio CASTILLO,K,16.0,,,0.0,,,,,,,,,
taylor-cornelius,Taylor Cornelius,QB,,0.0,,,1.0,137.0,,,,,0.0,44.0,
wpg-dst,WPG DST,DST,,,0.0,,,,11.0,,,,,,2.0
wpg-qb,WPG QB,QB,,1.0,,,2.0,389.0,,,,,,,
zach-collaros,Zach COLLAROS,QB,,1.0,,,3.0,241.0,,,,,,,
