player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
antonio-pipkin,Antonio Pipkin,QB,,,,,,,,,,,0.0,6.0,
bc-dst,BC DST,DST,,,2.0,,,,32.0,,,,,,3.0
bc-qb,BC QB,QB,,0.0,,,0.0,0.0,,,,,,,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,0.0,9.0,1.0,0.0,10.0,
brendan-oleary-orange,Brendan O\'LEARY-ORANGE,WR,,,,,,,,0.0,15.0,2.0,,,
dalton-schoen,Dalton SCHOEN,WR,,,,,,,,1.0,82.0,4.0,,,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,,1.0,43.0,3.0,,,
dru-brown,Dru BROWN,QB,,2.0,,,3.0,325.0,,,,,0.0,14.0,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,0.0,43.0,3.0,,,
johnny-augustine,Johnny AUGUSTINE,RB,,,,,,,,0.0,1.0,1.0,0.0,17.0,
keon-hatcher,Keon HATCHER,WR,,,,,,,,0.0,25.0,3.0,,,
marc-liegghio,Marc LIEGGHIO,K,38.0,,,3.0,,,,,,,,,
nic-demski,Nic DEMSKI,WR,,,,,,,,0.0,67.0,7.0,0.0,2.0,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,2.0,121.0,11.0,,,
sean-whyte,Sean WHYTE,K,108.0,,,0.0,,,,,,,,,
wpg-dst,WPG DST,DST,,,0.0,,,,40.0,,,,,,3.0
wpg-qb,WPG QB,QB,,0.0,,,0.0,46.0,,,,,,,
