player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
austin-mack,Austin Mack,WR,,,,,,,1.0,87.0,5.0,,,
bralon-addison,Bralon ADDISON,WR,,,,,,,0.0,4.0,1.0,,,
charleston-rambo,Charleston RAMBO,WR,,,,,,,0.0,14.0,2.0,,,
cole-spieker,Cole SPIEKER,WR,,,,,,,0.0,37.0,2.0,,,
daniel-adeboboye,Daniel ADEBOBOYE,RB,,,,,,,,,,0.0,7.0,
david-dallaire,David DALLAIRE,FB/RB,,,,,,,0.0,10.0,2.0,,,
davis-alexander,Davis ALEXANDER,QB,,,0.0,1.0,240.0,,,,,0.0,6.0,
dustin-crum,Dustin CRUM,QB,,,0.0,0.0,162.0,,,,,0.0,36.0,
eugene-lewis,Eugene LEWIS,WR,,,,,,,0.0,10.0,1.0,,,
jose-maltos,Jose MALTOS,K,2.0,209.0,,,,,,,,,,
justin-hardy,Justin HARDY,WR,,,,,,,0.0,0.0,0.0,0.0,5.0,
kalil-pimpleton,Kalil PIMPLETON,WR,,,,,,,0.0,47.0,7.0,,,
keelan-white,Keelan WHITE,WR,,,,,,,0.0,22.0,4.0,,,
lewis-ward,Lewis Ward,K,,40.0,,,,,,,,,,
mtl-dst,MTL DST,DST,,,,,,10.0,,,,,,4.0
mtl-k,MTL K,K,2.0,209.0,,,,,,,,,,
mtl-qb,MTL QB,QB,,,0.0,1.0,240.0,,,,,0.0,6.0,
marco-dubois,Marco DUBOIS,FB/WR,,,,,,,0.0,38.0,2.0,,,
ott-dst,OTT DST,DST,,,,,,30.0,,,,,,
ott-k,OTT K,K,,40.0,,,,,,,,,,
ott-qb,OTT QB,QB,,,0.0,0.0,162.0,,,,,0.0,36.0,
stevie-scott-iii,Stevie Scott III,RB,,,,,,,,17.0,3.0,,30.0,
tyler-snead,Tyler SNEAD,WR,,,,,,,0.0,35.0,3.0,,,
tyson-philpot,Tyson PHILPOT,WR,,,,,,,0.0,40.0,6.0,,,
william-stanback,William STANBACK,RB,,,,,,,0.0,41.0,4.0,1.0,73.0,
