player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
amir-johnson,Amir Johnson,P,4.0,0.0,0.0,0.0,1.0,3.0,0.0
chris-johnson,Chris Johnson,P,3.0,2.0,1.0,0.0,0.0,4.0,0.0
darnell-jackson,Darnell Jackson,P,4.0,0.0,0.0,2.0,0.0,5.0,1.0
david-hawkins,David Hawkins,P,0.0,0.0,0.0,0.0,0.0,1.0,1.0
earl-clark,Earl Clark,P,9.0,3.0,0.0,1.0,0.0,9.0,1.0
isaiah-briscoe,Isaiah Briscoe,P,8.0,0.0,0.0,4.0,1.0,3.0,0.0
james-white,James White,P,0.0,0.0,0.0,1.0,0.0,0.0,0.0
jermaine-taylor,Jermaine Taylor,P,2.0,2.0,0.0,0.0,0.0,1.0,1.0
mike-taylor,Mike Taylor,P,8.0,1.0,1.0,1.0,0.0,3.0,2.0
ricky-davis,Ricky Davis,P,0.0,0.0,0.0,0.0,0.0,1.0,0.0
