player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aj-davis,Aj Davis,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,18.0,2.0,97.0,7.0,,,,,,,,,,,,,
alexander-kekua,Alexander Kekua,OL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,4.0,4.0,1.0,0.0,4.0,,,4.0,5.0,,,,
alexis-rosario,Alexis Rosario,RB/WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,3.0,,,,
ashton-henry,Ashton Henry,K,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,18.0,0.0,18.0,1.0,,,,,,,,2.0,2.0,,,,
bemnet-morgan,Bemnet Morgan,DB,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,38.0,20.0,,20.0,4.0,180.0,,,,,,3.3,7.0,3.0,0.0,10.0,,,,,,,,
brandon-scott,Brandon Scott,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
carlos-vazquez,Carlos Vazquez,K,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
damecio-ewing-jr,Damecio Ewing Jr,,0.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,,,,,7.3,16.0,0.0,22.0,,,4.0,,,,,,,,,,,,,,,,2.0,2.0,,,,
damon-stokes,Damon Stokes,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
david-ross,David Ross,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,
demetrich-anderton,Demetrich Anderton,OL,2.0,,,,,,,,,,,,,,,1.0,,,,,,,15.0,15.0,0.0,15.0,,,,,,,23.3,50.0,3.0,93.0,4.0,0.0,0.0,1.0,0.0,0.0,,,1.0,3.0,,,,
deron-maxwell,Deron Maxwell,DB,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,,0.0,0.0,0.0,21.0,21.0,0.0,21.0,1.0,,,,,,,,1.0,1.0,1.0,0.0,,
desmond-grace,Desmond Grace,DB,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,1.0,,4.0,0.0,4.0,8.3,20.0,1.0,50.0,6.0,,,,,,,,,,,,,
devontae-tinsley,Devontae Tinsley,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.5,0.0,,
donovan-johnson,Donovan Johnson,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,4.0,,,,
greg-conry,Greg Conry,K,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,1.0,,23.0,0.0,23.0,18.0,23.0,1.0,36.0,2.0,,,,,,,,,,,,,
harold-brooks,Harold Brooks,ATH,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.0,3.0,,,,
isaiah-blackmon,Isaiah Blackmon,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,10.0,1.0,,,,,,,,,,,,,
jared-bronson,Jared Bronson,OL,,,,,,,,,,1.0,0.0,,,,0.0,,,,,,,,,,,,10.0,6.0,,50.0,2.0,145.0,,,,,,2.8,11.0,4.0,0.0,11.0,,,,,,,,
jarvai-flowers,Jarvai Flowers,WR,1.0,1.0,0.0,,,,,,,,,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
jelani-baker,Jelani Baker,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,
josh-batiste,Josh Batiste,RB,,,,,,,,,,,,,,,,,5.0,45.0,0.0,0.0,360.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0
joshua-hollins,Joshua Hollins,QB,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,11.0,4.0,,50.0,3.0,105.0,,,,,,5.3,11.0,3.0,0.0,16.0,,,,,,,,
kollin-jackson,Kollin Jackson,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
matt-struck,Matt Struck,QB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,6.0,6.0,,,,
myran-mounds,Myran Mounds,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,3.0,,,,
naeem-alexander,Naeem Alexander,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,50.0,2.0,147.0,4.0,,,,,,,,1.0,1.0,,,,
roderick-ross-jr,Roderick Ross Jr.,OL,,,,2.0,0.0,0.0,,,,,,,,,,,4.0,48.0,0.0,2.0,240.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0
romeo-roberts,Romeo Roberts,WR,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
sean-connaghan,Sean Connaghan,LB,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,1.0,3.0,3.0,,,,
team-stat,Team Stat,ATH,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
tyler-lauenstein,Tyler Lauenstein,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,25.0,0.0,49.0,5.0,3.7,15.0,11.0,1.0,41.0,,,,,,,,
tyler-meeks,Tyler Meeks,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,
yuka-onya,Yuka Onya,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
