player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_td,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_ir,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
abdul-kanneh,Abdul Kanneh,DB,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adarius-bowman,Adarius Bowman,SB/WR,,,,,,,,,,,,,,,,,9.0,1.0,2.0,,4.0,9.0,,,,,,,,,,,,,,,,,,,,
alden-darby,Alden Darby,DB/LB,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antonio-pipkin,Antonio Pipkin,QB,,,,1.0,,1.0,,,,,,,10.0,1.0,,,,,,,,,,,,,,2.0,2.0,,3.0,,,,,,,,,,,
armanti-edwards,Armanti Edwards,WR,,,,1.0,,1.0,,,,,,,,,,,69.0,6.0,9.0,,49.0,106.0,,,,,,1.0,6.0,,6.0,,,,,,,,,,,
bo-banner,Bo Banner,DB/DE,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boris-bede,Boris Bede,K,,,,,,,,,,,,,,,,,,,,,,,71.0,3.0,3.0,56.0,182.0,,,,,,,10.0,,,2.0,2.0,37.0,8.0,2.0,2.0
branden-dozier,Branden Dozier,DB,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandon-burks,Brandon Burks,RB,,,,,,,,,,,,,,,,,8.0,4.0,5.0,,20.0,24.0,,,,,,9.0,12.0,1.0,45.0,,,6.0,1.0,1.0,,,,,,
cameron-walker,Cameron Walker,DB/DL,,,1.0,2.0,,2.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chip-cox,Chip Cox,LB,,,2.0,6.0,,6.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleyon-laing,Cleyon Laing,DB/DL,,,1.0,1.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
declan-cross,Declan Cross,FB/RB,,,,,,,,,,,,,,,,,13.0,2.0,3.0,,10.0,18.0,9.0,1.0,,,9.0,,,,,,,,,,,,,,,
dexter-mccluster,Dexter McCluster,RB/WR,,,,,,,,,,,,,,,,,10.0,4.0,4.0,,34.0,36.0,,,,,,2.0,6.0,,9.0,,,,,,,,,,,
drew-brown,Drew Brown,K,,,,,,,,,,,,,,,,,,,,,,,67.0,3.0,3.0,61.0,184.0,,,,,,,14.0,,,4.0,4.0,38.0,14.0,2.0,2.0
duron-carter,Duron Carter,DB,,,,,,,,,,,,,,,,,20.0,2.0,5.0,,15.0,20.0,11.0,2.0,,,15.0,,,,,,,,,,,,,,,
dylan-wynn,Dylan WYNN,DB/DL/DT,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ernest-jackson,Ernest Jackson,WR,,,,1.0,,1.0,,,,,,,,,,,22.0,6.0,7.0,,20.0,60.0,,,,,,,,,,,,,,,,,,,,
eugene-lewis,Eugene LEWIS,WR,,,,,,,,,,,,,,,,,21.0,8.0,8.0,1.0,15.0,100.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
frank-beltre,Frank Beltre,DB/DL,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
george-johnson,George Johnson,WR,,,,,,,,,,,,,,,,,6.0,1.0,1.0,,3.0,6.0,,,,,,,,,,,,,,,,,,,,
glenn-love,Glenn Love,LB,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
