player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
adam-konar,Adam Konar,LB,,,,0.0,,,,,,,,,0.0,1.0
ante-litre,Ante Litre,RB,,,,,,,,0.0,2.0,1.0,0.0,12.0,,
bj-emmons,BJ Emmons,RB,,,,,,,,,7.0,1.0,,23.0,,
ben-labrosse,Ben Labrosse,DB,,,,,,,,,,,,,,1.0
bentlee-sanders,Bentlee Sanders,DB,,,,0.0,,,,,,,,,0.0,5.0
bo-levi-mitchell,Bo Levi Mitchell,QB,,,0.0,,1.0,304.0,,,,,0.0,11.0,,1.0
branden-dozier,Branden Dozier,DB,,,,0.0,,,,,,,,,0.0,3.0
brandon-barlow,Brandon Barlow,DL/DB,,,,0.0,,,,,,,,,0.0,3.0
brendan-bordner,Brendan Bordner,OL,,,,0.0,,,,,,,,,0.0,0.0
brendan-oleary-orange,Brendan O\'LEARY-ORANGE,WR,,,,,,,,,62.0,4.0,,,,
cgy-dst,CGY DST,DST,,,,0.0,,,26.0,,,,,,0.0,
cgy-k,CGY K,K,2.0,235.0,,,,,,,,,,,,
cgy-qb,CGY QB,QB,,,,,2.0,252.0,,,,,,3.0,,
cam-echols,Cam ECHOLS,WR,,,,,,,,1.0,40.0,3.0,,,,
cameron-judge,Cameron Judge,LB,,,,0.0,,,,,,,,,0.0,4.0
casey-sayles,Casey Sayles,DB/DT,,,,0.0,,,,,,,,,1.0,3.0
clarence-hicks,Clarence Hicks,DL/LB,,,,0.0,,,,,,,,,1.0,1.0
clark-barnes,Clark BARNES,WR,,,,,,,,1.0,61.0,6.0,,,,
cole-tucker,Cole Tucker,WR,,,,,,,,0.0,10.0,1.0,,,,
coulter-woodmansey,Coulter Woodmansey,OL,,,,0.0,,,,,,,,,0.0,1.0
d39antne-demery,D&#39;Antne Demery,OL,,,,,,,,,,,,,,1.0
daniel-bell,Daniel Bell,LB,,,,0.0,,,,,,,,,0.0,1.0
darious-williams,Darious Williams,LB/DB/CB,,,,,,,,,,,,,,5.0
dedrick-mills,Dedrick MILLS,RB,,,,,,,,0.0,19.0,2.0,0.0,87.0,,
demerio-houston,Demerio Houston,DB,,,,1.0,,,,,,,,,0.0,7.0
destin-talbert,Destin Talbert,DB,,,,0.0,,,,,,,,,0.0,1.0
dewayne-hendrix,Dewayne Hendrix,DL/DB,,,,0.0,,,,,,,,,0.0,1.0
dexter-lawson-jr,Dexter Lawson Jr.,DB,,,,,,,,,,,,,,6.0
felix-garand-gauthier,Felix Garand-Gauthier,FB/RB,,,,0.0,,,,,,,,,0.0,1.0
gordon-whyte,Gordon Whyte,LS,,,,0.0,,,,,,,,,0.0,1.0
ham-dst,HAM DST,DST,,,,2.0,,,38.0,,,,,,2.0,
ham-k,HAM K,K,1.0,87.0,,,,,,,,,,,,
ham-qb,HAM QB,QB,,,1.0,,1.0,312.0,,,,,,36.0,,
jake-maier,Jake Maier,QB,,,0.0,,2.0,252.0,,,,,,,,
jalen-philpot,Jalen PHILPOT,WR,,,,,,,,0.0,23.0,2.0,0.0,4.0,,
james-butler,James BUTLER,RB,,,,,,,,0.0,12.0,1.0,0.0,119.0,,
james-tuck,James Tuck,FB,,,,,,,,0.0,13.0,2.0,,,,
james-vaughters,James Vaughters,DL/DB,,,,0.0,,,,,,,,,0.0,3.0
jordan-williams,Jordan Williams,DL/MLB/OT/WR/LB/DE,,,,,,,,,,,,,,1.0
julian-howsare,Julian Howsare,DL/DB/DE,,,,0.0,,,,,,,,,0.0,3.0
kelle-sanders,Kelle Sanders,DL,,,,0.0,,,,,,,,,0.0,1.0
kelon-thomas,Kelon Thomas,DL,,,,0.0,,,,,,,,,0.0,0.0
kenneth-george-jr,Kenneth George Jr.,DB,,,,,,,,,,,,,,3.0
kiondre-smith,Kiondre SMITH,WR,,,,,,,,1.0,37.0,3.0,,,,
kobe-williams,Kobe Williams,DB,,,,0.0,,,,,,,,,0.0,2.0
kwadwo-boahen,Kwadwo Boahen,DL,,,,0.0,,,,,,,,,0.0,1.0
kyle-wilson,Kyle Wilson,LB,,,,0.0,,,,,,,,,0.0,5.0
malcolm-thompson,Malcolm Thompson,DB,,,,0.0,,,,,,,,,0.0,1.0
marc-liegghio,Marc LIEGGHIO,K,1.0,87.0,,,,,,,,,,,,
mark-milton,Mark Milton,DB/CB,,,,0.0,,,,,,,,,0.0,2.0
marken-michel,Marken Michel,WR,,,,,,,,0.0,47.0,2.0,,,,
micah-awe,Micah Awe,LB,,,,0.0,,,,,,,,,0.0,5.0
mike-rose,Mike Rose,DL/MLB/LB/DB,,,,0.0,,,,,,,,,0.0,1.0
ray-wilborn,Ray Wilborn,LB,,,,0.0,,,,,,,,,0.0,5.0
reggie-begelton,Reggie BEGELTON,WR,,,,,,,,0.0,45.0,4.0,,,,
rene-paredes,René Paredes,K,2.0,235.0,,,,,,,,,,,,
richard-leonard,Richard Leonard,DB,,,,0.0,,,,,,,,,0.0,2.0
rodney-randle-jr,Rodney Randle Jr.,DB/CB,,,,,,,,,,,,,,5.0
ryan-leder,Ryan Leder,P/DL,,,,0.0,,,,,,,,,0.0,2.0
shemar-bridges,Shemar BRIDGES,WR,,,,,,,,0.0,85.0,7.0,,,,
stavros-katsantonis,Stavros Katsantonis,DB,,,,0.0,,,,,,,,,0.0,3.0
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,,,48.0,5.0,,,,
taylor-powell,Taylor POWELL,QB,,,0.0,,0.0,12.0,,,,,,,,
tim-white,Tim White,WR,,,,,,,,0.0,55.0,6.0,,,,
tommy-stevens,Tommy STEVENS,QB,,,,,,,,,,,0.0,3.0,,
tre-roberson,Tre Roberson,DB,,,,0.0,,,,,,,,,0.0,3.0
tyson-middlemost,Tyson MIDDLEMOST,WR,,,,0.0,,,,,,,,,0.0,1.0
zack-williams,Zack Williams,OL,,,,,,,,,,,,,,2.0
