player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
austin-mckenzie,Austin McKenzie,,1.0,1.0,0.0,6.0,5.0
graeme-stewart,Graeme Stewart,,1.0,1.0,0.0,6.0,5.0
hugh-nibloe,Hugh Nibloe,,1.0,1.0,0.0,6.0,5.0
karen-aspey,Karen Aspey,,1.0,1.0,0.0,6.0,5.0
kristina-ulander,Kristina Ulander,,0.0,1.0,1.0,5.0,6.0
marcus-holm,Marcus Holm,,0.0,1.0,1.0,5.0,6.0
ronny-persson,Ronny Persson,,0.0,1.0,1.0,5.0,6.0
sabina-johansson,Sabina Johansson,,0.0,1.0,1.0,5.0,6.0
stewart-pimblett,Stewart Pimblett,,1.0,1.0,0.0,6.0,5.0
viljo-petersson-dahl,Viljo Petersson-Dahl,,0.0,1.0,1.0,5.0,6.0
