player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
hmd-rasangika,HMD Rasangika,,11.0,2.0,1.0,3.0,10.0,0.0,,,,,,,1.0
i-suhun,I Suhun,,9.0,0.0,0.0,2.0,2.0,0.0,,,,,,,1.0
khadija-khalil,Khadija Khalil,,,,,,,,2.0,0.0,0.0,1.0,0.0,1.0,1.0
maria-jasvi,Maria Jasvi,,,,,,,,12.0,0.0,1.0,12.0,0.0,1.0,1.0
maryam-omar,Maryam Omar,,,,,,,,12.0,0.0,0.0,16.0,0.0,2.0,1.0
priyada-murali,Priyada Murali,,,,,,,,12.0,0.0,0.0,10.0,1.0,6.0,1.0
ti-gajanayake,TI Gajanayake,,19.0,3.0,1.0,1.0,15.0,0.0,,,,,,,1.0
