player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
ca-lynn,CA Lynn,,15.0,1.0,1.0,2.0,23.0,2.0,,,,,,,1.0
e-lewis,E Lewis,,19.0,2.0,1.0,1.0,21.0,1.0,,,,,,,1.0
fh-edwards,FH Edwards,,,,,,,,12.0,0.0,0.0,15.0,0.0,0.0,1.0
mujeeb-ur-rahman,Mujeeb Ur Rahman,,,,,,,,12.0,0.0,0.0,20.0,0.0,1.0,1.0
v-permaul,V Permaul,,,,,,,,10.0,0.0,0.0,10.0,0.0,0.0,1.0
