player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
caleb-evans,Caleb EVANS,QB,,,,,,,,,,,2.0,7.0,
dane-evans,Dane Evans,QB,,1.0,,,0.0,220.0,,,,,2.0,21.0,
darvin-adams,Darvin Adams,WR,,,,,,,,0.0,32.0,3.0,,,
deon-jackson,Deon Jackson,RB,,,,,,,,0.0,-7.0,1.0,0.0,27.0,
felix-garand-gauthier,Felix Garand-Gauthier,FB/RB,,,,,,,,0.0,25.0,2.0,,,
ham-dst,HAM DST,DST,,,0.0,,,,27.0,,,,,,3.0
ham-qb,HAM QB,QB,,0.0,,,0.0,0.0,,,,,,,
jackson-bennett,Jackson Bennett,RB,,,,,,,,,,,0.0,63.0,
justin-hardy,Justin HARDY,WR,,,,,,,,0.0,34.0,5.0,,,
lemar-durant,Lemar Durant,WR,,,,,,,,0.0,8.0,1.0,,,
lewis-ward,Lewis Ward,K,87.0,,,0.0,,,,,,,,,
matthew-shiltz,Matthew Shiltz,QB,,0.0,,,0.0,43.0,,,,,0.0,25.0,
ott-dst,OTT DST,DST,,,1.0,,,,30.0,,,,,,1.0
ott-qb,OTT QB,QB,,0.0,,,0.0,0.0,,,,,,,
rj-harris,R.J. Harris,WR,,,,,,,,0.0,62.0,7.0,,,
sean-thomas-erlington,Sean THOMAS ERLINGTON,RB,,,,,,,,0.0,0.0,0.0,0.0,104.0,
seth-small,Seth Small,K,155.0,,,1.0,,,,,,,,,
siaosi-mariner,Siaosi Mariner,WR,,,,,,,,0.0,37.0,3.0,,,
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,,0.0,46.0,3.0,,,
tim-white,Tim White,WR,,,,,,,,0.0,113.0,7.0,0.0,0.0,
tyler-ternowski,Tyler TERNOWSKI,WR,,,,,,,,0.0,3.0,1.0,,,
