player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-king,A King,,,,,,,,20.0,0.0,0.0,18.0,1.0,0.0,1.0,1.0
a-stonehouse,A Stonehouse,,,,,,,,20.0,0.0,0.0,27.0,0.0,1.0,,1.0
ac-kerr,AC Kerr,,30.0,3.0,1.0,4.0,36.0,0.0,10.0,0.0,0.0,18.0,0.0,0.0,,1.0
bf-smith,BF Smith,,8.0,1.0,0.0,3.0,7.0,0.0,20.0,0.0,0.0,19.0,1.0,0.0,,1.0
ce-dean,CE Dean,,,,,,,,15.0,0.0,0.0,11.0,1.0,0.0,,1.0
dr-gibson,DR Gibson,,27.0,6.0,0.0,2.0,36.0,0.0,11.0,0.0,1.0,25.0,1.0,0.0,,1.0
fc-wilson,FC Wilson,,14.0,1.0,0.0,5.0,10.0,0.0,,,,,,,1.0,1.0
g-potts,G Potts,,,,,,,,5.0,0.0,1.0,11.0,0.0,1.0,,1.0
g-scrivens,G Scrivens,,,,,,,,10.0,0.0,0.0,30.0,0.0,0.0,,1.0
gm-harris,GM Harris,,7.0,2.0,0.0,1.0,10.0,0.0,,,,,,,1.0,1.0
h-kaur,H Kaur,,4.0,0.0,0.0,4.0,3.0,0.0,,,,,,,,1.0
hc-knight,HC Knight,,14.0,0.0,0.0,3.0,11.0,0.0,,,,,,,,1.0
j-gardner,J Gardner,,11.0,1.0,1.0,7.0,17.0,1.0,5.0,0.0,0.0,10.0,0.0,2.0,1.0,1.0
kl-gordon,KL Gordon,,,,,,,,20.0,0.0,0.0,19.0,2.0,0.0,,1.0
l-filer,L Filer,,,,,,,,15.0,0.0,0.0,21.0,1.0,1.0,,1.0
l-lee,L Lee,,5.0,1.0,0.0,1.0,4.0,0.0,,,,,,,1.0,1.0
nd-dattani,ND Dattani,,4.0,0.0,0.0,6.0,1.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,,1.0
nr-sciver,NR Sciver,,41.0,9.0,1.0,2.0,81.0,4.0,,,,,,,,1.0
rm-ghosh,RM Ghosh,,18.0,2.0,0.0,5.0,20.0,0.0,,,,,,,,1.0
s-glenn,S Glenn,,,,,,,,20.0,0.0,0.0,19.0,2.0,0.0,,1.0
s-munro,S Munro,,5.0,0.0,1.0,6.0,5.0,0.0,,,,,,,,1.0
tg-norris,TG Norris,,,,,,,,5.0,0.0,0.0,2.0,0.0,0.0,,1.0
