player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
addison-mccauley,Addison McCauley,K,,,,,,,2.0,31.0,500.0,1.0,,,,,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byron-cooper,Byron Cooper,LB,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
carlos-vazquez,Carlos Vazquez,K,,,,,,,3.0,0.0,667.0,2.0,,,,,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chase-alisauckas,Chase Alisauckas,LB,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
christian-stokley,Christian Stokley,WR,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,8.0,10.0,1.0,0.0,24.0,3.0,,,,,,,0.0,0.0,0.0
daniel-byse,DANIEL BYSE,RB,0.0,,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
deshayvion-mcrath,De'Shayvion Mcrath,DL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
demarius-washington,Demarius Washington,WR,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,15.0,32.0,0.0,2.0,75.0,5.0,,,,,,,,,
demry-croft,Demry Croft,QB,,429.0,,,,,,,,,,,0.0,,,,,,,,,7.0,3.0,4.0,14.0,9.0,53.0,0.0,0.0,0.0,26.0,0.0,,,,,,,,,,,,,,,
desmond-raiford,Desmond Raiford,DL,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
