player_id,player_name,positions,fg_made,pass_td,recv_td,rush_td
anthony-jacobsen,Anthony Jacobsen,LB,,,1.0,
caleb-lowery-refused-to-report,Caleb Lowery (Refused to Report),WR,1.0,,,
eric-thomas-jr,Eric Thomas Jr.,WR,,,1.0,
john-westor,John Westor,DB,,1.0,,
kye-black,Kye Black,LB,,1.0,,
rashad-ridley,Rashad Ridley,WR,,,,2.0
