player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
almida-de-val,Almida De Val,,1.0,1.0,0.0,8.0,2.0
chinami-yoshida,Chinami Yoshida,,0.0,1.0,1.0,2.0,8.0
isabella-wranå,Isabella Wranå,,1.0,1.0,0.0,8.0,2.0
linda-stenlund,Linda Stenlund,,1.0,1.0,0.0,8.0,2.0
maria-larsson,Maria Larsson,,1.0,1.0,0.0,8.0,2.0
moa-dryburgh,Moa Dryburgh,,1.0,1.0,0.0,8.0,2.0
satsuki-fujisawa,Satsuki Fujisawa,,0.0,1.0,1.0,2.0,8.0
tori-koana,Tori Koana,,0.0,1.0,1.0,2.0,8.0
yumi-suzuki,Yumi Suzuki,,0.0,1.0,1.0,2.0,8.0
yurika-yoshida,Yurika Yoshida,,0.0,1.0,1.0,2.0,8.0
