player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aiden-oldenburg,Aiden Oldenburg,,1.0,1.0,0.0,9.0,5.0
chris-plys,Chris Plys,,1.0,1.0,0.0,9.0,5.0
colin-hufman,Colin Hufman,,1.0,1.0,0.0,9.0,5.0
jan-hess,Jan Hess,,0.0,1.0,1.0,5.0,9.0
john-shuster,John Shuster,,1.0,1.0,0.0,9.0,5.0
justin-hausherr,Justin Hausherr,,0.0,1.0,1.0,5.0,9.0
marco-hösli,Marco Hösli,,0.0,1.0,1.0,5.0,9.0
matthew-hamilton,Matthew Hamilton,,1.0,1.0,0.0,9.0,5.0
philipp-hösli,Philipp Hösli,,0.0,1.0,1.0,5.0,9.0
simon-gloor,Simon Gloor,,0.0,1.0,1.0,5.0,9.0
