player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
alberto-pimpini,Alberto Pimpini,,1.0,1.0,0.0,9.0,3.0
amos-mosaner,Amos Mosaner,,1.0,1.0,0.0,9.0,3.0
craig-waddell,Craig Waddell,,0.0,1.0,1.0,3.0,9.0
duncan-mcfadzean,Duncan McFadzean,,0.0,1.0,1.0,3.0,9.0
euan-kyle,Euan Kyle,,0.0,1.0,1.0,3.0,9.0
mattia-giovanella,Mattia Giovanella,,1.0,1.0,0.0,9.0,3.0
robin-brydone,Robin Brydone,,0.0,1.0,1.0,3.0,9.0
ross-whyte,Ross Whyte,,0.0,1.0,1.0,3.0,9.0
sebastiano-arman,Sebastiano Arman,,1.0,1.0,0.0,9.0,3.0
stefano-spiller,Stefano Spiller,,1.0,1.0,0.0,9.0,3.0
