player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
as-routela,AS Routela,,29.0,3.0,0.0,6.0,42.0,2.0,6.0,0.0,3.0,24.0,0.0,0.0,,1.0
basil-hameed,Basil Hameed,,3.0,0.0,0.0,5.0,1.0,0.0,24.0,0.0,0.0,15.0,1.0,0.0,,1.0
basir-ahamad,Basir Ahamad,,44.0,4.0,1.0,6.0,68.0,4.0,24.0,1.0,0.0,19.0,1.0,0.0,1.0,1.0
cb-sole,CB Sole,,,,,,,,24.0,0.0,0.0,22.0,1.0,3.0,1.0,1.0
d-bohara,D Bohara,,3.0,1.0,0.0,2.0,4.0,0.0,,,,,,,,1.0
deepak-bohara,Deepak Bohara,,6.0,0.0,1.0,7.0,2.0,0.0,,,,,,,,1.0
hassan-eisakhil,Hassan Eisakhil,,6.0,1.0,0.0,2.0,5.0,0.0,,,,,,,,1.0
kushal-malla,Kushal Malla,,25.0,2.0,0.0,4.0,25.0,1.0,24.0,0.0,0.0,28.0,1.0,0.0,,1.0
lokesh-bam,Lokesh Bam,,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,8.0,1.0,0.0,,1.0
mj-guptill,MJ Guptill,,35.0,1.0,0.0,4.0,45.0,4.0,,,,,,,,1.0
nr-kirton,NR Kirton,,15.0,1.0,0.0,5.0,8.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,,1.0
pratis-gc,Pratis GC,,,,,,,,12.0,0.0,0.0,19.0,0.0,1.0,1.0,1.0
r-dhakal,R Dhakal,,,,,,,,24.0,0.0,0.0,40.0,2.0,2.0,,1.0
rp-magar,RP Magar,,20.0,1.0,1.0,7.0,33.0,3.0,,,,,,,,1.0
rs-bopara,RS Bopara,,24.0,2.0,0.0,3.0,20.0,0.0,,,,,,,1.0,1.0
ranjit-kumar,Ranjit Kumar,,,,,,,,18.0,0.0,0.0,30.0,0.0,1.0,,1.0
s-karki,S Karki,,25.0,3.0,0.0,1.0,28.0,1.0,,,,,,,,1.0
s-lamichhane,S Lamichhane,,,,,,,,24.0,0.0,0.0,28.0,2.0,1.0,,1.0
sa-edwards,SA Edwards,,4.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,1.0
sohail-tanvir,Sohail Tanvir,,2.0,0.0,1.0,8.0,1.0,0.0,24.0,0.0,0.0,33.0,1.0,1.0,,1.0
subash-bhandari,Subash Bhandari,,,,,,,,24.0,0.0,0.0,27.0,1.0,0.0,,1.0
