player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
agiye-hall,Agiye Hall,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,4.0,,,,,23.0,1.0,94.0,,,,,,,,,,,12.0,20.0,0.0,0.0,0.0,74.0,6.0,0.0,,,,,,,,0.0,1.0
berdale-robins,BerDale Robins,DB,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
cameron-alves,Cameron Alves,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,,11.0,0.0,11.0,,,,,,,,,,,23.0,23.0,0.0,0.0,0.0,23.0,1.0,0.0,,,,,,,,0.0,1.0
chizi-umunakwe,Chizi Umunakwe,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
chris-fitzgerald,Chris Fitzgerald,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
darien-townsend,DARIEN TOWNSEND,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,11.0,20.0,0.0,0.0,2.0,74.0,7.0,,,,,,,,,0.0,1.0
duane-brown,DUANE  BROWN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,20.0,0.0,0.0,2.0,84.0,9.0,,,,,,,,,,
daniel-williams-iii,Daniel Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,27.0,0.0,0.0,2.0,127.0,7.0,,,,,,,,,,
dontae-mason,Dontae Mason,DB,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
drew-singleton,Drew Singleton,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
