player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
aaron-baum,Aaron Baum,K,,,,,,,,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amos-coleman-iii,Amos Coleman III,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,3.0,,,,,20.0,0.0,62.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,3.0
bk-smith-jr,BK Smith Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,0.0,0.0,1.0,39.0,5.0,,,,,,,,,,
charles-bradley,Charles Bradley,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
darius-prince,DARIUS PRINCE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,37.0,0.0,0.0,2.0,74.0,4.0,,5.0,5.0,0.0,1.0,0.0,0.0,5.0,,
derrick-jones,Derrick Jones,CB/DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
derrick-maxwell-jr,Derrick Maxwell Jr,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
desmond-maxwell,Desmond  Maxwell,FB/LB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,0.0,1.0,1.0,,
dezmon-epps,Dezmon Epps,WR,,,,,,,,,,,,,,,4.0,,,,,20.0,0.0,83.0,,,,,,,,,,,14.0,21.0,0.0,0.0,0.0,42.0,3.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,5.0,,
ezekiel-rose,Ezekiel Rose,DL,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
ezrah-thibodeaux,Ezrah Thibodeaux,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0
jalen-wilson,JALEN  WILSON,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
jalin-marshall,Jalin Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,20.0,0.0,0.0,1.0,103.0,9.0,,4.0,0.0,0.0,3.0,0.0,0.0,11.0,,
jaquan-artis,Jaquan Artis,DL/LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
joe-golden,Joe Golden,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
