player_id,player_name,positions,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
adrián-arregui,Adrián Arregui,DM,1.0,0.8806,23.5958,4.0257,0.0,,,0.0,,1.0,,1.0,257.0,0.7521,121.0,-5.9931,-4.953,0.0,,0.0,,0.0,0.1194,0.0,,0.0,0.1194,0.8016,0.0
ambroise-oyongo,Ambroise Oyongo,FB,1.0,-0.262,18.8909,4.4883,1.0,,,0.6162,,2.0,,13.0,1072.0,0.6937,666.0,-12.5893,-1.8903,0.0053,,10.0,,3.0,1.262,0.3838,,0.4565,1.6458,0.7126,0.158
andrés-romero,Andrés Romero,W,0.0,-0.6011,17.9404,3.5491,0.0,,,-0.3431,,0.0,,10.0,479.0,0.7592,191.0,-1.9912,-1.0425,0.0,,7.0,,2.0,0.6011,0.3431,,-0.2421,0.9443,0.7696,0.2268
anthony-jackson-hamel,Anthony Jackson-Hamel,ST,3.0,2.2244,15.8351,-2.3544,9.0,,,3.5358,,12.0,,9.0,1247.0,0.6726,226.0,-15.7508,-6.9694,5.3213,,32.0,,14.0,0.7756,5.4642,,1.3891,6.2398,0.7423,3.052
ballou-tabla,Ballou Tabla,W,2.0,0.341,16.3775,-1.601,2.0,,,-0.1679,,4.0,,12.0,1248.0,0.7571,280.0,-11.1771,-3.9918,0.711,,26.0,,10.0,1.659,2.1679,,-0.6361,3.8268,0.7971,1.7256
blerim-dzemaili,Blerim Dzemaili,CM,9.0,4.1428,20.184,5.3376,7.0,,,3.0828,,16.0,,39.0,2076.0,0.6919,938.0,-36.9443,-3.9386,3.4959,,66.0,,17.0,4.8572,3.9172,,-0.3204,8.7744,0.7313,2.1816
calum-mallace,Calum Mallace,CM,0.0,-0.0602,19.2002,5.2531,0.0,,,-0.2722,,0.0,,2.0,329.0,0.8788,132.0,1.3026,0.9868,0.0,,5.0,,1.0,0.0602,0.2722,,0.0194,0.3324,0.8689,0.1965
chris-duvall,Chris Duvall,FB,2.0,0.2726,17.8855,3.1839,1.0,,,-0.1874,,3.0,,18.0,2368.0,0.8012,1041.0,24.6937,2.3721,0.3064,,11.0,,4.0,1.7274,1.1874,,-0.0073,2.9148,0.7774,0.6314
daniel-lovitz,Daniel Lovitz,FB,0.0,-1.1794,21.1078,4.3497,0.0,,,-0.5448,,0.0,,25.0,1910.0,0.7435,924.0,0.4453,0.0482,0.0,,4.0,,1.0,1.1794,0.5448,,-0.5269,1.7242,0.743,0.2335
david-choinière,David Choinière,CM,0.0,-0.2625,14.7579,4.5575,0.0,,,0.0,,0.0,,1.0,49.0,0.8125,16.0,0.7952,4.9701,0.0,,0.0,,0.0,0.2625,0.0,,0.0,0.2625,0.7628,0.0
deian-boldor,Deian Boldor,CB,0.0,-0.0328,24.4892,9.9275,0.0,,,-0.1541,,0.0,,1.0,448.0,0.8237,278.0,0.5724,0.2059,0.0,,3.0,,1.0,0.0328,0.1541,,-0.1377,0.1869,0.8217,0.0738
dominic-oduro,Dominic Oduro,CM,0.0,-1.5261,15.9572,-0.8475,1.0,,,-1.8968,,1.0,,14.0,1543.0,0.7452,365.0,-6.0185,-1.6489,1.2861,,26.0,,10.0,1.5261,2.8968,,-1.4676,4.4229,0.7617,1.7888
evan-bush,Evan Bush,GK,0.0,0.0,39.6664,30.6183,0.0,49.0,6.8337,0.0,1.1621,0.0,0.125,0.0,3018.0,0.7016,1049.0,-13.2605,-1.2641,0.0,84.0,0.0,136.0,0.0,0.0,0.0,42.1663,0.0,0.0,0.7143,0.0
hassoun-camara,Hassoun Camara,FB,0.0,-0.5447,21.3829,4.3629,0.0,,,-0.7104,,0.0,,8.0,1451.0,0.7592,652.0,-9.1328,-1.4007,0.0,,10.0,,4.0,0.5447,0.7104,,-0.184,1.2552,0.7732,0.3488
hernán-bernardello,Hernán Bernardello,DM,1.0,0.4209,21.4399,4.6298,0.0,,,-0.286,,1.0,,13.0,1610.0,0.819,823.0,-13.8226,-1.6795,0.0,,9.0,,3.0,0.5791,0.286,,-0.2339,0.8652,0.8358,0.1714
ignacio-piatti,Ignacio Piatti,W,5.0,0.2745,19.5428,1.9717,17.0,,,6.7292,,22.0,,46.0,2559.0,0.7466,801.0,-14.3273,-1.7887,8.3123,,75.0,,38.0,4.7255,10.2708,,2.3882,14.9963,0.7645,6.0081
kyle-fisher,Kyle Fisher,CB,0.0,-0.1002,23.6392,7.1831,1.0,,,0.5135,,1.0,,2.0,1587.0,0.832,637.0,8.5301,1.3391,0.0965,,6.0,,1.0,0.1002,0.4865,,-0.2053,0.5867,0.8186,0.2481
laurent-ciman,Laurent Ciman,CB,1.0,0.7108,28.9612,12.5349,0.0,,,-0.4898,,1.0,,7.0,2920.0,0.806,1443.0,13.4324,0.9309,0.0,,15.0,,2.0,0.2892,0.4898,,-0.4498,0.7791,0.7967,0.4808
louis-beland-goyette,Louis Beland-Goyette,CM,1.0,0.5426,18.6385,3.6884,0.0,,,0.0,,1.0,,4.0,315.0,0.7377,122.0,-12.2768,-10.063,0.0,,0.0,,0.0,0.4574,0.0,,0.0,0.4574,0.8383,0.0
marco-donadel,Marco Donadel,DM,1.0,0.1883,24.9163,8.4355,2.0,,,1.6447,,3.0,,12.0,1519.0,0.812,1000.0,-9.4032,-0.9403,0.7656,,19.0,,4.0,0.8117,0.3553,,0.3948,1.167,0.8214,0.2615
matteo-mancosu,Matteo Mancosu,ST,1.0,0.1391,15.6728,-1.2486,6.0,,,-2.5951,,7.0,,12.0,1879.0,0.6482,307.0,-28.8213,-9.3881,6.3297,,49.0,,20.0,0.8609,8.5951,,-0.0403,9.456,0.7421,5.5915
maxime-crépeau,Maxime Crépeau,GK,0.0,0.0,39.1974,29.7974,0.0,8.0,2.6333,0.0,1.4907,0.0,0.1053,0.0,292.0,0.6914,81.0,-3.8876,-4.7995,0.0,10.0,0.0,19.0,0.0,0.0,0.0,5.3667,0.0,0.0,0.7394,0.0
michael-salazar,Michael Salazar,ST,2.0,0.3065,17.6697,1.4598,3.0,,,2.2896,,5.0,,13.0,756.0,0.7297,222.0,-2.0234,-0.9114,1.1704,,10.0,,7.0,1.6935,0.7104,,1.3007,2.4038,0.7388,0.3179
nicholas-depuy,Nicholas DePuy,CB,0.0,0.0,10.786,-4.0665,0.0,,,-0.0913,,0.0,,0.0,146.0,0.8,15.0,-0.7136,-4.7574,0.0,,1.0,,0.0,0.0,0.0913,,-0.0913,0.0913,0.8476,0.0571
patrice-bernier,Patrice Bernier,DM,2.0,0.5523,22.4918,5.8126,2.0,,,0.2254,,4.0,,28.0,1929.0,0.7904,1026.0,-8.4877,-0.8273,1.4714,,21.0,,5.0,1.4477,1.7746,,-0.167,3.2224,0.7987,1.2775
samuel-piette,Samuel Piette,CM,1.0,0.6784,19.4786,4.3251,0.0,,,-0.0599,,1.0,,7.0,1034.0,0.8857,560.0,16.2023,2.8933,0.0,,3.0,,0.0,0.3216,0.0599,,-0.0599,0.3815,0.8568,0.0467
shamit-shome,Shamit Shome,CM,0.0,0.0,23.1174,15.295,0.0,,,-0.0278,,0.0,,0.0,15.0,0.4,5.0,-1.5488,-30.9751,0.0,,1.0,,0.0,0.0,0.0278,,-0.0278,0.0278,0.7098,0.0525
shaun-francis,Shaun Francis,FB,0.0,0.0,19.1269,4.529,0.0,,,-0.1733,,0.0,,0.0,408.0,0.7696,191.0,-7.5793,-3.9682,0.0,,4.0,,2.0,0.0,0.1733,,0.3877,0.1733,0.8093,0.1172
víctor-cabrera,Víctor Cabrera,CB,0.0,0.0,22.7239,8.0483,0.0,,,-0.1641,,0.0,,0.0,1607.0,0.8218,769.0,5.7784,0.7514,0.0,,4.0,,0.0,0.0,0.1641,,-0.1641,0.1641,0.8143,0.1334
wandrille-lefevre,Wandrille Lefevre,CB,0.0,0.0,29.6811,15.7356,0.0,,,-0.0794,,0.0,,0.0,119.0,0.7907,43.0,3.1989,7.4392,0.0,,2.0,,1.0,0.0,0.0794,,-0.0121,0.0794,0.7163,0.0787
