player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
hm-amla,HM Amla,,1.0,0.0,1.0,2.0,0.0,0.0,,,,,,,1.0
ma-starc,MA Starc,,,,,,,,6.0,0.0,0.0,8.0,0.0,3.0,1.0
q-de-kock,Q de Kock,,5.0,1.0,1.0,1.0,5.0,0.0,,,,,,,1.0
