player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
collinda-joseph,Collinda Joseph,,0.0,1.0,1.0,4.0,9.0
gil-dash,Gil Dash,,0.0,1.0,1.0,4.0,9.0
haitao-wang,Haitao Wang,,1.0,1.0,0.0,9.0,4.0
ina-forrest,Ina Forrest,,0.0,1.0,1.0,4.0,9.0
jianxin-chen,Jianxin Chen,,1.0,1.0,0.0,9.0,4.0
jon-thurston,Jon Thurston,,0.0,1.0,1.0,4.0,9.0
mark-ideson,Mark Ideson,,0.0,1.0,1.0,4.0,9.0
mingliang-zhang,Mingliang Zhang,,1.0,1.0,0.0,9.0,4.0
nana-li,Nana Li,,1.0,1.0,0.0,9.0,4.0
qiang-zhang,Qiang Zhang,,1.0,1.0,0.0,9.0,4.0
