player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-atkins,Alex Atkins,P,4.0,,47.0,48.0,,2.0,4.0,2.0,,48.0,,255.0,285.0
alex-tatum,Alex Tatum,P,,1.0,6.0,6.0,,,,,,7.0,1.0,41.0,35.0
atkin-arnstein,Atkin Arnstein,P,,,1.0,1.0,,,,,,1.0,,21.0,-8.0
ben-ashton,Ben Ashton,P,1.0,,4.0,3.0,,,,,,3.0,,64.0,34.0
braden-eberhard,Braden Eberhard,P,,,1.0,4.0,,,2.0,1.0,,4.0,,10.0,65.0
chad-yorgason,Chad Yorgason,P,2.0,,9.0,8.0,,1.0,1.0,,,8.0,,122.0,63.0
cody-spicer,Cody Spicer,P,2.0,1.0,17.0,20.0,,,2.0,,,22.0,2.0,52.0,166.0
connor-olson,Connor Olson,P,,1.0,8.0,8.0,,,,,10.0,8.0,,50.0,23.0
conor-tabor,Conor Tabor,P,1.0,,9.0,8.0,,1.0,,,,9.0,1.0,11.0,56.0
devon-terry,Devon Terry,P,,,5.0,4.0,1.0,1.0,,,,4.0,,76.0,-16.0
elijah-jaime,Elijah Jaime,P,,,10.0,8.0,,2.0,,,,8.0,,113.0,15.0
eugene-lheureux,Eugene L\'Heureux,P,,,6.0,6.0,,1.0,1.0,1.0,11.0,7.0,1.0,24.0,84.0
everett-saunders,Everett Saunders,P,1.0,,2.0,4.0,,,,,,4.0,,12.0,59.0
felix-pronove,Felix Pronove,P,,,5.0,3.0,,,,,,4.0,1.0,30.0,7.0
jace-duennebeil,Jace Duennebeil,P,3.0,,13.0,11.0,,2.0,2.0,1.0,,11.0,,168.0,84.0
jacob-miller,Jacob Miller,P,1.0,1.0,39.0,48.0,,,2.0,1.0,,50.0,2.0,185.0,440.0
jay-froude,Jay Froude,P,1.0,,16.0,11.0,,4.0,,1.0,,12.0,1.0,161.0,90.0
jonathan-nethercutt,Jonathan Nethercutt,P,1.0,,26.0,30.0,,1.0,4.0,3.0,,34.0,4.0,97.0,257.0
jonny-hoffman,Jonny Hoffman,P,,1.0,5.0,2.0,,3.0,1.0,,,2.0,,71.0,1.0
jordan-kerr,Jordan Kerr,P,3.0,2.0,19.0,15.0,,3.0,,1.0,,17.0,2.0,244.0,52.0
justin-abel,Justin Abel,P,2.0,1.0,8.0,8.0,,1.0,,1.0,,8.0,,-2.0,87.0
kyle-weinberg,Kyle Weinberg,P,,1.0,6.0,5.0,,1.0,1.0,1.0,6.0,6.0,1.0,44.0,19.0
luke-yorgason,Luke Yorgason,P,1.0,,24.0,26.0,,,2.0,,,28.0,1.0,11.0,167.0
mathieu-agee,Mathieu Agee,P,,,8.0,5.0,,2.0,,,,6.0,1.0,166.0,-33.0
matt-jackson,Matt Jackson,P,3.0,,24.0,22.0,,1.0,1.0,2.0,,23.0,1.0,209.0,118.0
max-dehlin,Max Dehlin,P,,,2.0,1.0,,1.0,,,,1.0,,-1.0,5.0
mckay-yorgason,McKay Yorgason,P,,,33.0,33.0,,,4.0,,,34.0,1.0,-34.0,191.0
nathan-huff,Nathan Huff,P,,,4.0,4.0,,,1.0,,,4.0,,2.0,34.0
nicholas-snuszka,Nicholas Snuszka,P,,,3.0,1.0,,1.0,,,,1.0,,75.0,14.0
noah-coolman,Noah Coolman,P,,,6.0,3.0,,2.0,,,,4.0,1.0,29.0,17.0
quinn-finer,Quinn Finer,P,1.0,,31.0,27.0,,3.0,3.0,1.0,,28.0,1.0,267.0,183.0
sam-goldstein,Sam Goldstein,P,1.0,,31.0,42.0,,,2.0,,,43.0,1.0,24.0,245.0
sean-connole,Sean Connole,P,1.0,,34.0,37.0,,2.0,1.0,1.0,,39.0,2.0,243.0,199.0
seth-faris,Seth Faris,P,1.0,1.0,6.0,7.0,,,1.0,1.0,10.0,7.0,,75.0,28.0
seth-wells,Seth Wells,P,1.0,,8.0,11.0,,,1.0,,,11.0,,-10.0,20.0
todd-wolma,Todd Wolma,P,,,2.0,2.0,,,,,,2.0,,30.0,-10.0
tony-mounga,Tony Mounga,P,2.0,2.0,3.0,5.0,,,1.0,1.0,,5.0,,44.0,81.0
tyler-nguyen,Tyler Nguyen,P,,,3.0,2.0,,,,,,3.0,1.0,7.0,10.0
will-selfridge,Will Selfridge,P,4.0,1.0,31.0,27.0,1.0,2.0,2.0,,,29.0,2.0,264.0,110.0
zach-burnside,Zach Burnside,P,,,1.0,,,,,,,,,18.0,
