player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
darien-townsend,DARIEN TOWNSEND,WR,,,,0.0,10.0,2.0,,
duane-brown,DUANE  BROWN,WR/K,,,,5.0,132.0,9.0,,
desmond-maxwell,Desmond  Maxwell,RB,,,,0.0,22.0,1.0,0.0,12.0
edward-smith,Edward Smith,WR,,,,1.0,87.0,7.0,0.0,0.0
isaiah-scott,Isaiah Scott,WR,,,,4.0,156.0,7.0,,
malik-honeycutt,Malik Honeycutt,WR,,,,5.0,157.0,11.0,,
rakeen-cato,Rakeen Cato,QB,0.0,7.0,308.0,,,,1.0,11.0
sam-castronova,Sam Castronova,QB,0.0,9.0,330.0,,,,0.0,11.0
tracy-brooks,Tracy Brooks,RB,,,,0.0,11.0,2.0,0.0,3.0
