player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
antonio-pipkin,Antonio Pipkin,QB,,,,,,,,,,,1.0,9.0,
bc-dst,BC DST,DST,,,0.0,,,,29.0,,,,,,0.0
bc-qb,BC QB,QB,,0.0,,,0.0,0.0,,,,,,,
bryan-burnham,Bryan Burnham,WR,,,,,,,,0.0,100.0,7.0,,,
cgy-dst,CGY DST,DST,,,0.0,,,,31.0,,,,,,4.0
cgy-qb,CGY QB,QB,,0.0,,,0.0,0.0,,,,,,,
david-mackie,David Mackie,RB/FB,,,,,,,,0.0,5.0,1.0,,,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,,0.0,91.0,5.0,,,
jake-maier,Jake Maier,QB,,0.0,,,3.0,301.0,,,,,0.0,8.0,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,0.0,11.0,1.0,,,
ka39deem-carey,Ka&#39;Deem Carey,RB,,,,,,,,0.0,25.0,4.0,0.0,61.0,
keon-hatcher,Keon HATCHER,WR,,,,,,,,0.0,45.0,3.0,,,
lucky-whitehead,Lucky Whitehead,WR,,,,,,,,0.0,24.0,4.0,0.0,-1.0,
luther-hakunavanhu,Luther HAKUNAVANHU,WR,,,,,,,,1.0,49.0,4.0,,,
malik-henry,Malik Henry,WR,,,,,,,,1.0,107.0,4.0,,,
reggie-begelton,Reggie BEGELTON,WR,,,,,,,,0.0,67.0,8.0,,,
rene-paredes,René Paredes,K,88.0,,,1.0,,,,,,,,,
richie-sindani,Richie Sindani,WR,,,,,,,,0.0,6.0,1.0,,,
sean-whyte,Sean WHYTE,K,82.0,,,0.0,,,,,,,,,
william-langlais,William LANGLAIS,RB,,,,,,,,0.0,6.0,1.0,,,
