player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
aaron-dilworth,Aaron Dilworth,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,32.0,0.0,3.0,89.0,5.0,,,,,,,,,
andre-thomas-cobb,Andre Thomas-Cobb,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,15.0,0.0,1.0,47.0,5.0,,,,,,,,,
billy-reagins-jr,Billy Reagins Jr.,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,2.0,,,
brandon-sheperd,Brandon Sheperd,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,7.0,1.0,,,,,,,0.0,0.0,1.0
carlton-watkins,Carlton Watkins,DB,4.0,,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
chris-elmore,Chris  Elmore,RB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,-3.0,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
dajon-emory,Dajon Emory,DL,0.0,,0.0,1.0,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,4.0
damond-powell,Damond Powell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,0.0,0.0,32.0,6.0,,,,,,,,,
darrin-primes,Darrin Primes,LB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
dawandrick-crockett,Dawandrick Crockett,DB,1.0,,1.0,0.0,0.0,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
devin-groenhagen,Devin Groenhagen,DL,2.0,,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
drew-crooks,Drew Crooks,DB,0.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
dylan-karnes,Dylan Karnes,K,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
fred-bruno,Fred Bruno,WR,,,,,,,,,,,,,,3.0,,,,24.0,46.0,1.0,73.0,,,,,,,,,,,,16.0,17.0,0.0,0.0,31.0,2.0,,,,,,,,,
fred-hardgrove,Fred Hardgrove,DB,5.0,,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,6.0
isaiah-blackmon,Isaiah Blackmon,DL,0.0,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
jeff-mack-ii,Jeff Mack II,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,0.0,1.0,15.0,2.0,4.0,16.0,9.0,1.0,1.0,35.0,,,
jo-el-shaw,Jo-El Shaw,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,0.0,10.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,,,
joshua-hollins,Joshua Hollins,QB,0.0,542.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,0.0,,,,,,,,,24.0,13.0,11.0,32.0,13.0,116.0,2.0,4.0,167.0,168.0,19.0,,,,,,,6.0,13.0,10.0,2.0,1.0,57.0,0.0,0.0,0.0
juan-moore,Juan Moore,DB,2.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
justin-gilbert,Justin Gilbert,DB,3.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
kaytron-allen,Kaytron Allen,DB,4.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0
laronji-vason-mccoy,Laronji Vason-McCoy,DB,2.0,,0.0,0.0,1.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
marzion-crosby,Marzion Crosby,DB,3.0,,0.0,0.0,2.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
monalo-caldwell,Monalo Caldwell,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,0.0,0.0,3.0,,,
noa-purcell,Noa Purcell,LB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,3.0
patrick-mcsweeney,Patrick Mcsweeney,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,16.0,0.0,0.0,22.0,2.0,,,,,,,,,
stanley-williams,Stanley Williams,RB,,,,,,,,,,,,,,6.0,,,,26.0,52.0,1.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,
stephen-nagbe-jr,Stephen Nagbe Jr,DL,0.0,,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
tevin-shipp,Tevin Shipp,LB,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
verlon-reed,Verlon Reed,QB,0.0,524.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,,,,,,,,,21.0,11.0,10.0,17.0,8.0,59.0,0.0,1.0,48.0,85.0,0.0,,,,,,,6.0,15.0,10.0,0.0,2.0,55.0,0.0,0.0,1.0
victor-leventritt,Victor Leventritt,K,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
william-rollins,William Rollins,OL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
