player_id,player_name,positions,fg_made,pass_td,pat_made,recv_td,rush_td
brandon-munoz,Brandon Munoz,DL,,1.0,,,
david-calderon,David  Calderon,RB,,2.0,1.0,,
dreko-statham,Dreko Statham,DB,,,,,1.0
jack-robinson,Jack Robinson,DL,,,,,1.0
javon-hayes,Javon Hayes,,,,,,1.0
jordan-barton,Jordan Barton,WR,,,,1.0,
rashaud-powell,Rashaud Powell,DL,4.0,,,,
shahuan-williams,Sha'huan Williams,DL,,,,,1.0
verlon-reed,Verlon Reed,QB,,,,2.0,
