player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
alexander-hollins,Alexander HOLLINS,WR,,,,,,,,,0.0,85.0,6.0,,,,
bc-dst,BC DST,DST,,,,1.0,,,,15.0,,,,,,2.0,
bc-k,BC K,K,2.0,44.0,,,,,,,,,,,,,
bc-qb,BC QB,QB,,,1.0,,,2.0,270.0,,,,,1.0,35.0,,
ben-hladik,Ben HLADIK,LB,,,,,,,,,,,,,,,3.0
boseko-lokombo,Boseko Lokombo,LB,,,,,,,,,,,,,,,10.0
branden-dozier,Branden Dozier,DB,,,,,,,,,,,,,,,7.0
cgy-dst,CGY DST,DST,,,,1.0,,,,25.0,,,,,,,
cgy-k,CGY K,K,,113.0,,,2.0,,,,,,,,,,
cgy-qb,CGY QB,QB,,,1.0,,,1.0,166.0,,,,,,11.0,,
cameron-judge,Cameron JUDGE,LB,,,,1.0,,,,,,,,,,,5.0
david-menard,David Menard,DB/DL,,,,,,,,,,,,,,,1.0
dominique-davis,Dominique Davis,QB,,,,,,,,,,,,0.0,8.0,,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,,,2.0,118.0,8.0,,,,
emmanuel-rugamba,Emmanuel Rugamba,DB,,,,,,,,,,,,,,,4.0
garry-peters,Garry PETERS,DB,,,,,,,,,,,,,,,3.0
jake-maier,Jake Maier,QB,,,1.0,,,1.0,166.0,,,,,0.0,11.0,,
jalon-edwards-cooper,Jalon Edwards-Cooper,DB,,,,,,,,,,,,,,,2.0
james-vaughters,James VAUGHTERS,DB/DL,,,,,,,,,,,,,,,6.0
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,,0.0,25.0,3.0,,,,
jonathan-moxey,Jonathan MOXEY,DB,,,,,,,,,,,,,,,2.0
josh-woods,Josh WOODS,LB,,,,,,,,,,,,,,,4.0
justin-mcinnis,Justin MCINNIS,WR,,,,,,,,,0.0,17.0,2.0,,,,
kadeem-carey,Ka\'Deem CAREY,RB,,,,,,,,,0.0,0.0,0.0,0.0,43.0,,
kienan-lafrance,Kienan LaFrance,RB,,,,,,,,,0.0,4.0,1.0,0.0,-1.0,,
lucky-whitehead,Lucky Whitehead,WR,,,,,,,,,0.0,16.0,2.0,0.0,12.0,,
luther-hakunavanhu,Luther HAKUNAVANHU,WR,,,,,,,,,0.0,11.0,1.0,,,,
malik-henry,Malik Henry,WR,,,,,,,,,0.0,28.0,3.0,,,,
marcus-sayles,Marcus SAYLES,DB,,,,,,,,,,,,,,,1.0
micah-awe,Micah AWE,LB,,,,,,,,,,,,,,,13.0
mike-rose,Mike Rose,DB/DL/LB/MLB,,,,,,,,,,,,,,,2.0
peyton-logan,Peyton LOGAN,RB,,,,,,,,,,,,0.0,34.0,,
reggie-begelton,Reggie BEGELTON,WR,,,,,,,,,0.0,30.0,6.0,0.0,7.0,,
rene-paredes,René PAREDES,K,,113.0,,,2.0,,,,,,,,,,
sean-whyte,Sean WHYTE,K,2.0,44.0,,,,,,,,,,,,,
shaquille-st-lot,Shaquille St-Lot,DB,,,,,,,,,,,,,,,1.0
tj-lee,TJ LEE,DB,,,,2.0,,,,,,,,,,,3.0
taquan-mizzell,Taquan Mizzell,RB,,,,,,,,,0.0,12.0,3.0,0.0,81.0,,
titus-wall,Titus Wall,DB/LB,,,,,,,,,,,,,,,6.0
tommy-stevens,Tommy STEVENS,QB,,,0.0,,,0.0,0.0,,,,,0.0,-1.0,,
vernon-adams-jr,Vernon ADAMS JR.,QB,,,1.0,,,2.0,270.0,,,,,1.0,35.0,,
