player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
andre-sale,Andre Sale,QB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
away-jefferson,Away Jefferson,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,0.0,8.0,2.0,,,,,,,,,,,,,
brandon-unangst-refused-to-report,Brandon Unangst (Refused to Report),OL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,3.0,,,,
cj-cain,CJ Cain,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,0.0,15.0,1.0,,,,,,,,1.0,1.0,1.0,0.0,,
carl-robinson-iii,Carl Robinson III,QB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,2.0,4.0,1.0,0.0,,
chris-perry,Chris Perry,DB,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.5,0.0,,
cole-lundy,Cole Lundy,K,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,11.0,21.0,2.0,22.0,2.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,
damond-powell,Damond Powell,WR,,,,,,,,,,,,,,,,5.0,,,,,,,16.0,29.0,0.0,80.0,,,,,,,23.0,23.0,0.0,23.0,1.0,4.9,23.0,12.0,1.0,59.0,,,,,,,,
darrin-primes,Darrin Primes,LB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,8.0,0.0,20.0,3.0,-0.5,3.0,4.0,0.0,-2.0,,,2.0,3.0,0.5,0.0,,
david-brown-jr,David Brown Jr.,,2.0,1.0,1.0,,,,,,,,,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,7.0,2.0,0.0,,
