player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
davonte-brown,Davonte Brown,DB,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3.0,1.0,,14.0,0.0,14.0,,,,,,3.0,3.0,1.0,0.0,3.0,,,,,,,,
droell-greene,Droell Greene,DB/WR/DB,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4.0,2.0,,6.0,0.0,6.0,,,,,,3.0,4.0,2.0,1.0,6.0,,,,,,,,
erick-young,Erick Young,RB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,
fred-bruno,Fred Bruno,WR,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,16.0,7.0,,23.0,3.0,98.0,,,,,,0.8,11.0,9.0,1.0,7.0,,,,,,,,
jaden-sutton,Jaden Sutton,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
jatavius-stewart,Jatavius Stewart,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,0.5,0.0,,
jordan-semanat,Jordan Semanat,DB,1.0,,,,,,,,,,,,,,,3.0,,,,,,,12.3,17.0,0.0,37.0,,,,,,,14.8,23.0,1.0,59.0,4.0,,,,,,,,0.0,1.0,0.5,0.0,,
joseph-taylor,Joseph Taylor,QB,,,,,,,,,,,,,,,,4.0,,,,,,,22.3,37.0,0.0,89.0,,,,,,,,,,,,13.5,24.0,2.0,2.0,27.0,,,,,,,,
joshua-neal,Joshua Neal,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,0.0,9.0,1.0,,,,,,,,0.0,1.0,,,,
juan-moore,Juan Moore,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,21.0,1.0,48.0,4.0,2.0,3.0,2.0,1.0,4.0,,,0.0,1.0,,,,
kimo-naehu,Kimo Naehu,K,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,0.0,,
kobe-gatson,Kobe Gatson,QB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,1.0,0.0,,
ladarius-galloway,LaDarius Galloway,RB,,,,1.0,0.0,0.0,,,,,,,,,,,4.0,46.3,0.0,0.0,324.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0
landon-freeman,Landon Freeman,RB,3.0,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,
laronji-vason-mccoy,Laronji Vason-McCoy,DB,,,,2.0,30.0,2.0,,,,,,,,,,,12.0,44.4,0.0,1.0,444.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0
letrell-golden,Letrell Golden,OL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
metoriah-faoliu,Metoriah Faoliu,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
noa-purcell,Noa Purcell,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,
rysan-richardson,Rysan Richardson,K,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,16.0,8.0,,23.0,1.0,96.0,,,,,,1.7,11.0,11.0,1.0,19.0,,,,,,,,
sammie-epps,Sammie Epps,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,
shane-meerbott,Shane Meerbott,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
shaquan-curenton,Shaquan Curenton,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,
tyalen-shaw,Tyalen Shaw,QB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,2.0,0.0,,
tyrek-sharp,Tyrek Sharp,LB,1.0,1.0,0.0,,,,,,,,,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,
vincent-wilkerson,Vincent Wilkerson,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
xaiver-spann,Xaiver Spann,DB,1.0,1.0,0.0,,,,,,,,,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
