player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
abhishek-sharma,Abhishek Sharma,,13.0,1.0,1.0,1.0,23.0,1.0,,,,,,,1.0
bj-dwarshuis,BJ Dwarshuis,,,,,,,,12.0,0.0,0.0,27.0,0.0,0.0,1.0
nt-ellis,NT Ellis,,,,,,,,6.0,0.0,0.0,12.0,0.0,0.0,1.0
shubman-gill,Shubman Gill,,16.0,6.0,1.0,2.0,29.0,0.0,,,,,,,1.0
xc-bartlett,XC Bartlett,,,,,,,,11.0,0.0,0.0,13.0,0.0,0.0,1.0
