player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
am-phangiso,AM Phangiso,,19.0,0.0,0.0,10.0,13.0,0.0,48.0,0.0,0.0,33.0,2.0,0.0,,,1.0
brm-taylor,BRM Taylor,,4.0,0.0,0.0,4.0,0.0,0.0,,,,,,,1.0,1.0,1.0
bv-vitori,BV Vitori,,5.0,0.0,0.0,11.0,3.0,0.0,36.0,0.0,0.0,50.0,0.0,0.0,,,1.0
da-miller,DA Miller,,1.0,0.0,0.0,5.0,0.0,0.0,,,,,,,1.0,1.0,1.0
dw-steyn,DW Steyn,,32.0,0.0,0.0,8.0,10.0,0.0,51.0,2.0,0.0,36.0,3.0,0.0,,,1.0
e-chigumbura,E Chigumbura,,29.0,3.0,0.0,7.0,22.0,0.0,12.0,0.0,0.0,19.0,0.0,0.0,1.0,,1.0
f-du-plessis,F du Plessis,,25.0,0.0,0.0,3.0,15.0,0.0,,,,,,,,,1.0
h-masakadza,H Masakadza,,33.0,3.0,0.0,3.0,25.0,1.0,,,,,,,,,1.0
hm-amla,HM Amla,,80.0,5.0,0.0,1.0,66.0,1.0,,,,,,,1.0,,1.0
imran-tahir,Imran Tahir,,20.0,3.0,1.0,11.0,23.0,0.0,48.0,0.0,0.0,32.0,1.0,0.0,,,1.0
j-nyumbu,J Nyumbu,,1.0,0.0,0.0,9.0,0.0,0.0,60.0,2.0,0.0,42.0,3.0,2.0,1.0,,1.0
jp-duminy,JP Duminy,,12.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,,,1.0
kj-abbott,KJ Abbott,,13.0,0.0,0.0,9.0,6.0,0.0,36.0,0.0,0.0,36.0,0.0,3.0,,,1.0
mn-waller,MN Waller,,23.0,3.0,0.0,6.0,20.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,,,1.0
p-utseya,P Utseya,,9.0,0.0,0.0,8.0,5.0,0.0,60.0,0.0,0.0,36.0,5.0,0.0,,,1.0
q-de-kock,Q de Kock,,76.0,7.0,0.0,2.0,76.0,1.0,,,,,,,3.0,1.0,1.0
r-mclaren,R McLaren,,20.0,0.0,0.0,7.0,6.0,0.0,42.0,0.0,0.0,24.0,3.0,3.0,,,1.0
rr-rossouw,RR Rossouw,,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,,2.0,,1.0
sc-williams,SC Williams,,57.0,3.0,0.0,5.0,46.0,1.0,60.0,0.0,0.0,37.0,0.0,2.0,,,1.0
sikandar-raza,Sikandar Raza,,50.0,3.0,0.0,2.0,35.0,1.0,6.0,0.0,0.0,9.0,0.0,3.0,1.0,,1.0
tl-chatara,TL Chatara,,10.0,1.0,1.0,10.0,6.0,0.0,53.0,1.0,0.0,28.0,2.0,1.0,1.0,,1.0
tmk-mawoyo,TMK Mawoyo,,10.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,1.0
