player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-davis,Alex Davis,P,,1.0,7.0,7.0,2.0,1.0,2.0,,,7.0,,100.0,31.0
alexander-wilcox,Alexander Wilcox,P,,,5.0,4.0,,,,,,5.0,1.0,-12.0,6.0
anders-juengst,Anders Juengst,P,1.0,,39.0,34.0,,4.0,2.0,,,36.0,2.0,259.0,152.0
andrew-mckelvey,Andrew McKelvey,P,,,1.0,1.0,,,,,,1.0,,11.0,10.0
austin-taylor,Austin Taylor,WR/P,3.0,,30.0,36.0,,,4.0,3.0,,37.0,1.0,63.0,375.0
billy-obryan,Billy O\'Bryan,P,,,2.0,2.0,,,1.0,,1.0,3.0,1.0,5.0,23.0
bobby-ley,Bobby Ley,P,3.0,,26.0,27.0,,1.0,2.0,3.0,,30.0,3.0,50.0,361.0
bradley-fleming,Bradley Fleming,P,,,1.0,1.0,,,,,,1.0,,9.0,-4.0
bradley-seuntjens,Bradley Seuntjens,P,,,2.0,2.0,,,,,,2.0,,11.0,27.0
brett-hulsmeyer,Brett Hulsmeyer,P,1.0,1.0,18.0,14.0,,1.0,1.0,,,17.0,3.0,257.0,63.0
christian-olsen,Christian Olsen,P,1.0,,17.0,25.0,,2.0,,,,25.0,,105.0,165.0
connor-russell,Connor Russell,P,,,4.0,1.0,,1.0,,,3.0,2.0,1.0,37.0,10.0
dean-ramsey,Dean Ramsey,P,,1.0,1.0,1.0,,,,,3.0,1.0,,7.0,4.0
elijah-long,Elijah Long,P,2.0,,41.0,45.0,,1.0,3.0,,,49.0,2.0,83.0,118.0
ethan-bloodworth,Ethan Bloodworth,P,2.0,2.0,4.0,5.0,,,1.0,,,5.0,,37.0,41.0
hayden-austin-knab,Hayden Austin-Knab,P,1.0,,20.0,14.0,,5.0,1.0,,,16.0,2.0,188.0,87.0
jp-burns,JP Burns,P,2.0,,4.0,6.0,,,,,1.0,9.0,3.0,19.0,58.0
jacob-fairfax,Jacob Fairfax,P,,1.0,16.0,12.0,,3.0,1.0,,,13.0,1.0,149.0,24.0
jakeem-polk,Jakeem Polk,P,,,1.0,1.0,,,,,9.0,1.0,,-1.0,3.0
jeremy-langdon,Jeremy Langdon,P,,,6.0,4.0,,1.0,1.0,,,5.0,1.0,120.0,21.0
joe-white,Joe White,P,2.0,,21.0,20.0,,2.0,2.0,,,20.0,,194.0,95.0
justin-burnett,Justin Burnett,P,,2.0,1.0,2.0,,,,,,2.0,,3.0,17.0
liam-searles-bohs,Liam Searles Bohs,P,3.0,2.0,30.0,29.0,,2.0,3.0,3.0,,30.0,1.0,259.0,180.0
lukas-mcclamrock,Lukas McClamrock,P,,1.0,10.0,7.0,,3.0,3.0,,,9.0,2.0,86.0,23.0
matt-gouchoe-hanas,Matt Gouchoe-Hanas,P,2.0,,35.0,38.0,,2.0,1.0,1.0,,38.0,,17.0,140.0
matt-smith,Matt Smith,P,1.0,,10.0,9.0,,1.0,,,,9.0,,78.0,-4.0
matt-tucker,Matt Tucker,P,1.0,,7.0,6.0,,1.0,,,,6.0,,76.0,33.0
mike-kobyra,Mike Kobyra,P,,,1.0,1.0,,,,,,1.0,,15.0,-1.0
sol-yanuck,Sol Yanuck,P,4.0,,32.0,39.0,,2.0,,1.0,1.0,39.0,,74.0,215.0
suraj-madiraju,Suraj Madiraju,P,,2.0,7.0,8.0,,,,,,8.0,,2.0,-11.0
terrence-mitchell,Terrence Mitchell,P,,2.0,4.0,5.0,,1.0,1.0,,,5.0,,25.0,9.0
tobias-brooks,Tobias Brooks,P,,,4.0,4.0,,,1.0,,,4.0,,46.0,4.0
trenton-spinks,Trenton Spinks,P,,,1.0,1.0,,,,,,1.0,,6.0,11.0
trevor-lynch,Trevor Lynch,P,4.0,,40.0,38.0,,,3.0,3.0,,40.0,2.0,158.0,423.0
trip-crowley,Trip Crowley,P,,,3.0,1.0,,1.0,,,,2.0,1.0,45.0,-12.0
ty-naquin,Ty Naquin,P,,,5.0,4.0,,1.0,,,,4.0,,46.0,7.0
walker-matthews,Walker Matthews,P,,1.0,3.0,5.0,,,,,4.0,5.0,,-32.0,36.0
william-coffin,William Coffin,P,,,2.0,2.0,,,,,14.0,2.0,,12.0,21.0
