player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
fay-henderson,Fay Henderson,,1.0,1.0,0.0,7.0,5.0
hailey-duff,Hailey Duff,,1.0,1.0,0.0,7.0,5.0
karlee-burgess,Karlee Burgess,,0.0,1.0,1.0,5.0,7.0
katie-mcmillan,Katie McMillan,,1.0,1.0,0.0,7.0,5.0
kerri-einarson,Kerri Einarson,,0.0,1.0,1.0,5.0,7.0
krysten-karwacki,Krysten Karwacki,,0.0,1.0,1.0,5.0,7.0
laura-watt,Laura Watt,,1.0,1.0,0.0,7.0,5.0
lisa-davie,Lisa Davie,,1.0,1.0,0.0,7.0,5.0
shannon-birchard,Shannon Birchard,,0.0,1.0,1.0,5.0,7.0
val-sweeting,Val Sweeting,,0.0,1.0,1.0,5.0,7.0
