player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aja-wilson,A'ja Wilson,,3.0,2.0,4.0,0.5,2.0,1.0,0.526,19.0,10.0,2.0,0.833,12.0,10.0,33.733333333333334,2.0,1.0,31.0,6.0,2.0,3.0
alysha-clark,Alysha Clark,,1.0,1.0,2.0,,2.0,,,2.0,,3.0,,,,15.566666666666666,2.0,8.0,,4.0,,
angel-reese,Angel Reese,F,1.0,,6.0,,,,0.438,16.0,7.0,4.0,0.8,5.0,4.0,30.683333333333334,5.0,-5.0,18.0,11.0,,
brianna-turner,Brianna Turner,,,,,,,,1.0,1.0,1.0,2.0,,,,6.15,,-10.0,2.0,,,
chelsea-gray,Chelsea Gray,G,5.0,,6.0,,2.0,,0.6,5.0,3.0,1.0,1.0,2.0,2.0,26.833333333333332,,7.0,8.0,6.0,,1.0
chennedy-carter,Chennedy Carter,,4.0,,3.0,,2.0,,0.45,20.0,9.0,6.0,1.0,2.0,2.0,34.13333333333333,2.0,-7.0,20.0,5.0,3.0,
dana-evans,Dana Evans,G,,,,,1.0,,,2.0,,,,,,5.633333333333333,,-12.0,,,,2.0
diamond-deshields,Diamond DeShields,,2.0,,,,1.0,,,2.0,,,,,,4.433333333333334,,-8.0,,,,
isabelle-harrison,Isabelle Harrison,,1.0,,4.0,,,,0.167,6.0,1.0,3.0,1.0,2.0,2.0,13.033333333333333,,-10.0,4.0,4.0,1.0,
jackie-young,Jackie Young,G,3.0,,2.0,0.6,5.0,3.0,0.538,13.0,7.0,2.0,0.833,6.0,5.0,35.333333333333336,1.0,4.0,22.0,3.0,1.0,1.0
kamilla-cardoso,Kamilla Cardoso,,3.0,1.0,6.0,,,,0.333,6.0,2.0,1.0,0.5,2.0,1.0,30.116666666666667,2.0,1.0,5.0,8.0,,
kate-martin,Kate Martin,W,1.0,,1.0,0.333,3.0,1.0,0.333,3.0,1.0,,,,,6.75,,13.0,3.0,1.0,,
kelsey-plum,Kelsey Plum,G,5.0,1.0,5.0,0.375,8.0,3.0,0.533,15.0,8.0,2.0,0.4,5.0,2.0,34.1,,2.0,21.0,5.0,1.0,3.0
kiah-stokes,Kiah Stokes,,2.0,6.0,7.0,,1.0,,0.5,4.0,2.0,3.0,,,,26.366666666666667,1.0,12.0,4.0,8.0,1.0,1.0
kysre-gondrezick,Kysre Gondrezick,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.4333333333333333,,3.0,3.0,,1.0,
lindsay-allen,Lindsay Allen,,5.0,1.0,4.0,,1.0,,0.714,7.0,5.0,,,,,34.36666666666667,,,10.0,4.0,1.0,
marina-mabrey,Marina Mabrey,W,4.0,1.0,5.0,0.333,9.0,3.0,0.5,16.0,8.0,4.0,0.667,3.0,2.0,35.56666666666667,1.0,-4.0,21.0,6.0,,3.0
megan-gustafson,Megan Gustafson,,,,,,,,,,,1.0,,,,4.333333333333333,,3.0,,,,
michaela-onyenwere,Michaela Onyenwere,,,,,,1.0,,,1.0,,,,,,4.433333333333334,,-8.0,,,,1.0
tiffany-hayes,Tiffany Hayes,G,,1.0,2.0,0.5,2.0,1.0,0.4,5.0,2.0,1.0,0.5,2.0,1.0,16.983333333333334,,10.0,6.0,2.0,,
