player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aj-vaipulu,AJ Vaipulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
aaron-aiken,Aaron Aiken,QB,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8.0,6.0,,16.0,2.0,42.0,,,,,,2.6,8.0,7.0,1.0,18.0,,,1.0,1.0,,,,
alex-steiner,Alex Steiner,K,0.0,1.0,0.0,,,,,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,
alexander-kekua,Alexander Kekua,OL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,,,,
ashton-henry,Ashton Henry,K,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
brad-namdar,Brad Namdar,K,0.0,,,,,,,,,,,,,,,1.0,,,,,,,4.0,4.0,0.0,4.0,,,,,,,7.3,17.0,0.0,22.0,3.0,2.2,8.0,12.0,1.0,26.0,,,1.0,1.0,,,,
cedric-hearvey,Cedric Hearvey,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
chris-chukwuneke,Chris Chukwuneke,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,
daniel-williams,Daniel Williams,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
daviere-jones,Daviere Jones,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,7.0,,,,
demetrich-anderton,Demetrich Anderton,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6.0,1.0,24.0,5.0,,,,,,,,1.0,1.0,1.0,0.0,,
devontae-tinsley,Devontae Tinsley,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.5,0.0,,
failauga-peleti,Failauga Peleti,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.5,1.0,2.0,1.5,0.0,,
jalal-dean,Jalal Dean,WR,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,0.0,15.0,1.0,11.0,11.0,1.0,0.0,11.0,,,0.0,1.0,,,,
james-taylor,James Taylor,OL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,
jan-bogdan,Jan Bogdan,K,,,,3.0,0.0,0.0,,,,,,,,,,,2.0,49.0,0.0,1.0,245.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
jared-bronson,Jared Bronson,OL,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,30.0,19.0,,22.0,1.0,130.0,,,,,,2.4,6.0,10.0,2.0,24.0,,,,,,,,
kameronn-joseph,Kameronn Joseph,WR,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,8.8,12.0,0.0,35.0,4.0,3.0,3.0,1.0,0.0,3.0,,,,,,,,
kendrick-tutt,Kendrick Tutt,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,0.0,,
kentrell-pierce,Kentrell Pierce,LB,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
kevin-wade,Kevin Wade,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
kollin-jackson,Kollin Jackson,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,1.0,0.0,,
kyle-jarvis,Kyle Jarvis,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
lakedrick-holmes,Lakedrick Holmes,DB,,,,,,,,,,,,,,,,1.0,,,,,,,35.0,35.0,0.0,35.0,,,,,,,9.7,12.0,1.0,29.0,3.0,,,,,,,,,,,,,
matt-struck,Matt Struck,QB,1.0,,,,,,,,,,,,,,,2.0,,,,,,,13.5,15.0,0.0,27.0,,,1.0,,,,,,,,,,,,,,,,2.0,3.0,,,,
michael-arceneaux,Michael Arceneaux,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,1.0,16.0,1.0,,,,,,,,,,,,,
myran-mounds,Myran Mounds,DB,2.0,1.0,0.0,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,
naeem-alexander,Naeem Alexander,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,22.0,0.0,53.0,4.0,9.0,9.0,1.0,0.0,9.0,,,,,,,,
nathan-rosario-santos,Nathan Rosario Santos,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,1.0,2.0,6.0,,,,
noah-bodden,Noah Bodden,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,2.0,,17.0,0.0,26.0,,,,,,0.0,8.0,2.0,0.0,0.0,,,,,,,,
ravonte-blowe,Ravonte Blowe,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,0.0,,
riley-stapleton,Riley Stapleton,WR,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,5.5,16.0,0.0,33.0,6.0,1.6,4.0,5.0,0.0,8.0,,,,,,,,
roderick-ross-jr,Roderick Ross Jr.,OL,,,,,,,,,,,,,,,,,2.0,43.8,0.0,0.0,219.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
samuel-seward,Samuel Seward,ATH,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.5,1.0,4.0,0.5,0.0,,
thomas-kadera,Thomas Kadera,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,1.0,0.0,,
xavier-toliver,Xavier Toliver,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
