player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-mullen,Alex Mullen,P,,,2.0,3.0,,,2.0,,,,3.0,,13.0,16.0
bryan-walsh,Bryan Walsh,P,1.0,,56.0,54.0,,,3.0,2.0,,1.0,59.0,5.0,185.0,349.0
carl-johnson,Carl Johnson,P,2.0,2.0,21.0,14.0,,7.0,,,,,15.0,1.0,313.0,61.0
carson-chamberlain,Carson Chamberlain,P,2.0,1.0,24.0,18.0,,6.0,,,,,18.0,,507.0,48.0
charlie-vukovic,Charlie Vukovic,P,5.0,2.0,7.0,6.0,,1.0,,1.0,5.0,,6.0,,200.0,83.0
chris-ellis,Chris Ellis,P,,1.0,4.0,5.0,,,,,,,5.0,,-1.0,31.0
colin-beauregard,Colin Beauregard,P,,,4.0,3.0,,,,,,,4.0,1.0,41.0,-7.0
colin-fremeau,Colin Fremeau,P,,,2.0,,,,,,,,3.0,2.0,27.0,
connor-newell,Connor Newell,P,,,7.0,9.0,2.0,,1.0,,,,9.0,,-21.0,68.0
daniel-robinson,Daniel Robinson,P,1.0,,22.0,19.0,1.0,3.0,2.0,,,,19.0,,179.0,136.0
david-innis,David Innis,P,,1.0,2.0,3.0,,,,,3.0,,3.0,,2.0,18.0
dylan-hall,Dylan Hall,P,,,5.0,4.0,1.0,1.0,,,11.0,,6.0,2.0,61.0,26.0
jack-havey,Jack Havey,P,2.0,,39.0,42.0,,1.0,1.0,,,,44.0,2.0,125.0,232.0
jacob-anthuvan,Jacob Anthuvan,P,,1.0,4.0,2.0,,2.0,,,,,2.0,,75.0,1.0
jake-kenniv,Jake Kenniv,P,1.0,1.0,30.0,27.0,,3.0,4.0,,,,27.0,,248.0,139.0
jimmy-towle,Jimmy Towle,P,2.0,,25.0,22.0,1.0,3.0,,,,,22.0,,275.0,111.0
joe-molder,Joe Molder,P,,2.0,,,,,,,,,,,,
joe-simonelli,Joe Simonelli,P,,,1.0,1.0,,,,,1.0,,1.0,,,13.0
john-mcmonigal,John McMonigal,P,,1.0,2.0,4.0,,,,,,,4.0,,9.0,28.0
jonathan-mast,Jonathan Mast,P,2.0,,27.0,36.0,,,3.0,1.0,,,37.0,1.0,144.0,280.0
joseph-cubitt,Joseph Cubitt,P,4.0,,38.0,50.0,1.0,,,2.0,,,53.0,3.0,97.0,561.0
justin-wollin,Justin Wollin,P,,1.0,,,,,,,,,1.0,1.0,,
kenny-furdella,Kenny Furdella,P,2.0,,24.0,28.0,,1.0,4.0,,,,28.0,,12.0,197.0
kevin-nicholl,Kevin Nicholl,P,,,2.0,1.0,,1.0,1.0,,,,1.0,,79.0,15.0
max-sheppard,Max Sheppard,P,7.0,,30.0,22.0,,5.0,3.0,7.0,,,26.0,3.0,329.0,453.0
michael-dillard,Michael Dillard,P,,,2.0,2.0,,,,,,,2.0,,11.0,-11.0
mikey-obrien,Mikey O\'Brien,P,1.0,1.0,17.0,13.0,1.0,2.0,4.0,1.0,,,15.0,1.0,343.0,110.0
nathan-ploeger,Nathan Ploeger,P,1.0,,1.0,1.0,,,,,1.0,,1.0,,15.0,33.0
nicholas-betsch,Nicholas Betsch,P,2.0,2.0,32.0,31.0,,,3.0,,,,37.0,5.0,309.0,185.0
noah-celuch,Noah Celuch,P,1.0,1.0,24.0,32.0,,,2.0,,,,32.0,,-5.0,177.0
pete-zaccardi,Pete Zaccardi,P,1.0,2.0,7.0,9.0,,,2.0,2.0,5.0,,10.0,,39.0,119.0
rees-mcdevitt,Rees McDevitt,P,,,2.0,2.0,,,,,,,2.0,,21.0,-7.0
robbie-davenport,Robbie Davenport,P,1.0,,9.0,11.0,,1.0,1.0,,,,11.0,,66.0,124.0
ryan-kindell,Ryan Kindell,P,1.0,,3.0,1.0,,2.0,,1.0,,,1.0,,53.0,63.0
sam-vandusen,Sam VanDusen,P,,2.0,8.0,9.0,,,2.0,,15.0,,13.0,3.0,47.0,103.0
steve-mogielski,Steve Mogielski,P,1.0,,3.0,2.0,,1.0,,1.0,1.0,,2.0,,18.0,47.0
thomas-hansen,Thomas Hansen,P,,,1.0,1.0,,,,,,,1.0,,8.0,21.0
