player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ab-fudadin,AB Fudadin,,5.0,1.0,1.0,6.0,7.0,0.0,,,,,,,,1.0
aj-hosein,AJ Hosein,,,,,,,,18.0,0.0,1.0,28.0,1.0,1.0,,1.0
cak-walton,CAK Walton,,57.0,7.0,0.0,1.0,92.0,6.0,,,,,,,,1.0
dk-jacobs,DK Jacobs,,,,,,,,6.0,0.0,0.0,12.0,0.0,0.0,,1.0
dr-smith,DR Smith,,70.0,10.0,0.0,1.0,100.0,5.0,,,,,,,,1.0
g-singh,G Singh,,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,1.0,1.0
i-khan-2,I Khan (2),,,,,,,,12.0,0.0,0.0,27.0,1.0,1.0,,1.0
jn-mohammed,JN Mohammed,,8.0,0.0,0.0,5.0,5.0,0.0,,,,,,,,1.0
ka-pollard,KA Pollard,,7.0,0.0,0.0,3.0,6.0,0.0,24.0,0.0,0.0,16.0,4.0,0.0,,1.0
kma-paul,KMA Paul,,1.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,1.0,20.0,0.0,0.0,,1.0
ks-williamson,KS Williamson,,43.0,3.0,0.0,2.0,47.0,2.0,,,,,,,3.0,1.0
mj-guptill,MJ Guptill,,33.0,0.0,0.0,4.0,27.0,0.0,,,,,,,,1.0
n-pooran,N Pooran,,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
r-rampaul,R Rampaul,,,,,,,,24.0,0.0,0.0,37.0,0.0,4.0,,1.0
rr-emrit,RR Emrit,,1.0,0.0,1.0,8.0,1.0,0.0,24.0,0.0,0.0,36.0,0.0,0.0,,1.0
rashid-khan,Rashid Khan,,,,,,,,24.0,0.0,0.0,21.0,1.0,0.0,1.0,1.0
sa-jacobs,SA Jacobs,,,,,,,,12.0,0.0,0.0,20.0,0.0,0.0,,1.0
sk-springer,SK Springer,,,,,,,,7.0,0.0,0.0,11.0,0.0,2.0,1.0,1.0
sohail-tanvir,Sohail Tanvir,,9.0,2.0,0.0,2.0,16.0,1.0,24.0,0.0,1.0,40.0,3.0,0.0,,1.0
t-webster,T Webster,,1.0,0.0,1.0,5.0,2.0,0.0,,,,,,,1.0,1.0
v-permaul,V Permaul,,,,,,,,24.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0
wd-parnell,WD Parnell,,,,,,,,24.0,0.0,0.0,26.0,0.0,0.0,,1.0
