player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
alec-wilson-holliday,Alec Wilson Holliday,P,2.0,2.0,25.0,21.0,1.0,4.0,4.0,,,21.0,,316.0,78.0
ben-price,Ben Price,P,1.0,1.0,2.0,7.0,,,1.0,1.0,4.0,7.0,,26.0,96.0
brandon-dial,Brandon Dial,P,,1.0,,,,1.0,1.0,,,,,,
brooks-wallace,Brooks Wallace,P,,1.0,19.0,16.0,,1.0,1.0,,,18.0,1.0,145.0,24.0
caleb-enright,Caleb Enright,P,,1.0,2.0,2.0,,,,,,2.0,,29.0,5.0
christian-parker,Christian Parker,P,1.0,1.0,3.0,3.0,,,1.0,1.0,,4.0,1.0,32.0,36.0
colin-smith,Colin Smith,P,,1.0,2.0,1.0,,1.0,,,,1.0,,12.0,-4.0
connor-deluna,Connor DeLuna,P,1.0,1.0,8.0,4.0,1.0,4.0,1.0,,,4.0,,174.0,75.0
daniel-emmons,Daniel Emmons,P,,1.0,,,,,,,12.0,,,,
daniel-welkener,Daniel Welkener,P,,,3.0,2.0,,,1.0,,,3.0,,21.0,9.0
darren-phillips,Darren Phillips,P,,1.0,3.0,4.0,,,,,1.0,5.0,1.0,7.0,11.0
emmanuel-kameri,Emmanuel Kameri,P,1.0,,5.0,4.0,,1.0,,,,5.0,1.0,38.0,25.0
eric-brodbeck,Eric Brodbeck,P,,,,,,3.0,,,,,1.0,,
eric-carter,Eric Carter,P,,,7.0,8.0,,,,1.0,1.0,8.0,,5.0,72.0
evan-swiatek,Evan Swiatek,P,,,,,,,4.0,,,,1.0,,
garrett-wilson,Garrett Wilson,P,2.0,,8.0,8.0,,,,,,8.0,,-10.0,88.0
griffin-miller,Griffin Miller,P,2.0,,27.0,26.0,1.0,,1.0,1.0,,28.0,2.0,237.0,198.0
jack-wooldridge,Jack Wooldridge,P,1.0,1.0,10.0,10.0,,,1.0,1.0,5.0,11.0,1.0,12.0,109.0
jackson-potts,Jackson Potts,P,,1.0,,,,,,,,,2.0,,
jason-hustad,Jason Hustad,P,5.0,,53.0,52.0,,2.0,3.0,5.0,1.0,58.0,4.0,224.0,556.0
joey-wylie,Joey Wylie,P,1.0,,,,,,,,,,,,
john-dowling,John Dowling,P,,,,,,,,,7.0,,,,
joseph-welkener,Joseph Welkener,P,1.0,,11.0,11.0,,3.0,,,,11.0,,88.0,78.0
kyle-henke,Kyle Henke,P,,2.0,,,,,,,,,,,
mark-henke,Mark Henke,P,2.0,,,,,,1.0,,,,,,
mick-walter,Mick Walter,P,,,,,,,2.0,,,,,,
myles-armstrong,Myles Armstrong,P,2.0,,20.0,18.0,,2.0,2.0,,,18.0,,248.0,73.0
myles-cooper,Myles Cooper,P,,,6.0,3.0,,1.0,,,,5.0,2.0,31.0,1.0
noah-chambers,Noah Chambers,P,2.0,,,,,,,,,,,,
reese-bowman,Reese Bowman,P,2.0,,,,,,,,,,,,
samuel-roberts,Samuel Roberts,P,3.0,1.0,17.0,24.0,,,1.0,1.0,,25.0,1.0,122.0,255.0
tyler-reinhardt,Tyler Reinhardt,P,1.0,,,,,1.0,,1.0,,,,,
zachary-wenner,Zachary Wenner,P,1.0,,4.0,4.0,,,,,,4.0,,62.0,16.0
