player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
emma-waltenberger,Emma Waltenberger,,1.0,1.0,0.0,7.0,1.0
erika-ryberg,Erika Ryberg,,0.0,1.0,1.0,1.0,7.0
jule-lang,Jule Lang,,1.0,1.0,0.0,7.0,1.0
maja-roxin,Maja Roxin,,0.0,1.0,1.0,1.0,7.0
marina-schwarz,Marina Schwarz,,1.0,1.0,0.0,7.0,1.0
matilda-pyroth,Matilda Pyroth,,1.0,1.0,0.0,7.0,1.0
moa-dryburgh,Moa Dryburgh,,0.0,1.0,1.0,1.0,7.0
moa-tjärnlund,Moa Tjärnlund,,0.0,1.0,1.0,1.0,7.0
sara-messenzehl,Sara Messenzehl,,1.0,1.0,0.0,7.0,1.0
thea-orefjord,Thea Orefjord,,0.0,1.0,1.0,1.0,7.0
