player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
kl-cross,KL Cross,,,,,,,,23.0,1.0,0.0,11.0,0.0,0.0,1.0
l-filer,L Filer,,,,,,,,18.0,0.0,0.0,18.0,0.0,3.0,1.0
sadaf-shamas,Sadaf Shamas,,28.0,2.0,1.0,1.0,18.0,0.0,,,,,,,1.0
sidra-ameen,Sidra Ameen,,13.0,0.0,1.0,2.0,7.0,0.0,,,,,,,1.0
