player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
almida-de-val,Almida De Val,,1.0,1.0,0.0,9.0,7.0
eirin-mesloe,Eirin Mesloe,,0.0,1.0,1.0,7.0,9.0
ingeborg-forbregd,Ingeborg Forbregd,,0.0,1.0,1.0,7.0,9.0
isabella-wranå,Isabella Wranå,,1.0,1.0,0.0,9.0,7.0
linda-stenlund,Linda Stenlund,,1.0,1.0,0.0,9.0,7.0
maria-larsson,Maria Larsson,,1.0,1.0,0.0,9.0,7.0
mille-haslev-nordby,Mille Haslev Nordby,,0.0,1.0,1.0,7.0,9.0
moa-dryburgh,Moa Dryburgh,,1.0,1.0,0.0,9.0,7.0
nora-østgaard,Nora Østgaard,,0.0,1.0,1.0,7.0,9.0
torild-bjørnestad,Torild Bjørnestad,,0.0,1.0,1.0,7.0,9.0
