player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
a-karmacharya,A Karmacharya,,,,,,,,12.0,1.0,0.0,3.0,1.0,0.0,,1.0
abeera-waris,Abeera Waris,,5.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,1.0
d-bhaskara,D Bhaskara,,5.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,1.0
hmd-rasangika,HMD Rasangika,,3.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,1.0
i-barma,I Barma,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
i-suhun,I Suhun,,10.0,0.0,0.0,5.0,6.0,0.0,,,,,,,,1.0
k-kunwar,K Kunwar,,,,,,,,12.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0
kabita-joshi,Kabita Joshi,,10.0,0.0,1.0,4.0,3.0,0.0,,,,,,,,1.0
p-shetty,P Shetty,,1.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,3.0,1.0,2.0,,1.0
prajna-jagdeesha,Prajna Jagdeesha,,1.0,0.0,1.0,8.0,0.0,0.0,,,,,,,,1.0
rc-belbashi,RC Belbashi,,8.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,1.0
s-prakash,S Prakash,,6.0,0.0,1.0,7.0,2.0,0.0,,,,,,,,1.0
sr-magar,SR Magar,,3.0,1.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,,1.0
sabnam-rai,Sabnam Rai,,,,,,,,12.0,0.0,0.0,3.0,2.0,0.0,,1.0
ti-gajanayake,TI Gajanayake,,11.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,,1.0
v-barboza,V Barboza,,,,,,,,6.0,0.0,0.0,7.0,1.0,3.0,,1.0
