player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
alanna-smith,Alanna Smith,F,5.0,1.0,1.0,0.5,4.0,2.0,0.5,6.0,3.0,3.0,,2.0,,25.166666666666668,2.0,7.0,8.0,3.0,,2.0
aliyah-boston,Aliyah Boston,F,2.0,,4.0,,,,0.778,9.0,7.0,2.0,0.5,2.0,1.0,31.5,2.0,-4.0,15.0,6.0,2.0,2.0
brianna-turner,Brianna Turner,,4.0,,4.0,,,,,,,2.0,,,,20.666666666666668,1.0,-6.0,,5.0,,1.0
bridget-carleton,Bridget Carleton,,,,3.0,0.25,4.0,1.0,0.429,7.0,3.0,1.0,,,,33.06666666666667,2.0,11.0,7.0,5.0,2.0,
courtney-williams,Courtney Williams,G,1.0,,4.0,,2.0,,0.2,5.0,1.0,2.0,,,,13.483333333333333,,-3.0,2.0,4.0,,1.0
damiris-dantas,Damiris Dantas,,1.0,,2.0,1.0,1.0,1.0,0.5,2.0,1.0,,,,,9.716666666666667,1.0,14.0,3.0,3.0,,
dijonai-carrington,DiJonai Carrington,,2.0,,,,1.0,,0.5,4.0,2.0,3.0,,,,14.05,,-10.0,4.0,,1.0,2.0
jessica-shepard,Jessica Shepard,,10.0,,6.0,,,,0.909,11.0,10.0,,0.333,6.0,2.0,40.0,5.0,5.0,22.0,11.0,,
kayla-mcbride,Kayla McBride,,6.0,,2.0,0.5,8.0,4.0,0.526,19.0,10.0,1.0,1.0,5.0,5.0,32.88333333333333,,9.0,29.0,2.0,2.0,1.0
kelsey-mitchell,Kelsey Mitchell,G,5.0,,,0.714,7.0,5.0,0.45,20.0,9.0,4.0,0.667,6.0,4.0,35.03333333333333,,-13.0,27.0,,,2.0
lexie-hull,Lexie Hull,W,2.0,,4.0,0.571,7.0,4.0,0.563,16.0,9.0,4.0,1.0,1.0,1.0,37.55,,-2.0,23.0,4.0,2.0,1.0
makayla-timpson,Makayla Timpson,F,,,,,,,,,,1.0,,,,2.5166666666666666,,-3.0,,,,
maria-kliundikova,Maria Kliundikova,,1.0,,3.0,,,,0.5,6.0,3.0,1.0,,1.0,,14.833333333333334,,-2.0,6.0,3.0,2.0,
natasha-howard,Natasha Howard,,1.0,,4.0,,,,0.5,6.0,3.0,4.0,1.0,2.0,2.0,19.866666666666667,,-12.0,8.0,4.0,,3.0
natisha-hiedeman,Natisha Hiedeman,G,,,2.0,1.0,2.0,2.0,0.6,10.0,6.0,2.0,1.0,3.0,3.0,26.516666666666666,,8.0,17.0,2.0,1.0,2.0
odyssey-sims,Odyssey Sims,,5.0,,1.0,,1.0,,0.4,5.0,2.0,1.0,,,,21.45,,-7.0,4.0,1.0,1.0,1.0
shey-peddy,Shey Peddy,,4.0,,,0.75,4.0,3.0,0.75,4.0,3.0,,0.5,2.0,1.0,21.7,,8.0,10.0,,,3.0
