player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ab-kaur,AB Kaur,,,,,,,,12.0,0.0,0.0,17.0,0.0,1.0,1.0,1.0
ac-kerr,AC Kerr,,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,24.0,3.0,1.0,,1.0
ca-henry,CA Henry,,33.0,5.0,0.0,7.0,56.0,3.0,18.0,0.0,0.0,32.0,1.0,0.0,,1.0
g-kamalini,G Kamalini,,19.0,3.0,0.0,2.0,16.0,0.0,,,,,,,2.0,1.0
h-kaur,H Kaur,,42.0,8.0,1.0,4.0,74.0,3.0,,,,,,,,1.0
ji-rodrigues,JI Rodrigues,,3.0,0.0,0.0,4.0,1.0,0.0,,,,,,,1.0,1.0
l-lee,L Lee,,10.0,2.0,0.0,1.0,10.0,0.0,,,,,,,2.0,1.0
l-wolvaardt,L Wolvaardt,,5.0,2.0,0.0,3.0,9.0,0.0,,,,,,,,1.0
m-kapp,M Kapp,,6.0,1.0,0.0,5.0,10.0,1.0,24.0,0.0,1.0,27.0,0.0,1.0,,1.0
m-mani,M Mani,,6.0,1.0,0.0,9.0,7.0,0.0,18.0,0.0,0.0,29.0,0.0,0.0,,1.0
n-shree-charani,N Shree Charani,,6.0,2.0,1.0,10.0,10.0,0.0,24.0,0.0,0.0,45.0,1.0,1.0,,1.0
nj-carey,NJ Carey,,12.0,4.0,0.0,5.0,21.0,0.0,24.0,0.0,0.0,37.0,3.0,0.0,2.0,1.0
nr-sciver,NR Sciver,,46.0,13.0,0.0,3.0,70.0,0.0,18.0,0.0,0.0,29.0,2.0,1.0,,1.0
ns-prasad,NS Prasad,,18.0,1.0,0.0,6.0,12.0,0.0,,,,,,,,1.0
nss-sharma,NSS Sharma,,3.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0,0.0,26.0,2.0,0.0,,1.0
pn-khemnar,PN Khemnar,,,,,,,,,,,,,,1.0,1.0
s-gupta,S Gupta,,,,,,,,6.0,0.0,0.0,9.0,1.0,0.0,,1.0
s-ismail,S Ismail,,,,,,,,24.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0
s-sajana,S Sajana,,2.0,1.0,1.0,6.0,5.0,0.0,,,,,,,,1.0
shafali-verma,Shafali Verma,,13.0,1.0,0.0,2.0,8.0,0.0,,,,,,,,1.0
sneh-rana,Sneh Rana,,11.0,0.0,0.0,8.0,11.0,1.0,18.0,0.0,1.0,32.0,0.0,0.0,,1.0
t-vasistha,T Vasistha,,,,,,,,6.0,0.0,0.0,12.0,0.0,0.0,,1.0
