player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
ben-smiley,Ben Smiley,DB,0.0,,0.0,0.0,2.0,0.0,,,,,0.0,0.0,,1.0,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
carl-robinson-iii,Carl Robinson III,QB,,500.0,,,,,,,,,,,1.0,,,,,,,,,14.0,7.0,7.0,28.0,13.0,80.0,2.0,2.0,143.0,89.0,6.0,,,,,,,4.0,15.0,8.0,0.0,1.0,31.0,,,
dnerius-antoine,D'Nerius Antoine,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,0.0,0.0,6.0,1.0,6.0,24.0,11.0,0.0,2.0,64.0,,,
damecio-ewing-jr,Damecio Ewing Jr,,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,9.0,10.0,0.0,0.0,17.0,2.0,,,,,,,0.0,0.0,0.0
deandre-brown,Deandre Brown,DL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,4.0
dreko-statham,Dreko Statham,DB,0.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
erick-young,Erick Young,RB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
gibson-ziah,Gibson Ziah,DL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
jd-griggs,JD Griggs,DL,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
jahoiyakim-afoa,Jahoiyakim Afoa,K,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jalen-hicks,Jalen Hicks,DB,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,22.0,22.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
james-gray,James Gray,DB,0.0,,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,,,,4.0,5.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
jarmon-fortson,Jarmon Fortson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,22.0,0.0,3.0,79.0,4.0,,,,,,,,,
jerrime-neal,Jerrime Neal,WR,,,,,,,,,,,,,,2.0,,,,10.0,10.0,0.0,20.0,,,,,,,,,,,,13.0,13.0,0.0,0.0,13.0,1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,,,
jordus-smith,Jordus Smith,WR,2.0,,0.0,1.0,0.0,0.0,,,,,2.0,0.0,,3.0,,,,27.0,30.0,0.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
kewan-alfred,Kewan Alfred,LB/DL,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
malcolm-mccoy,Malcolm Mccoy,LB,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
maleek-jones,Maleek Jones,WR,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
marco-lee,Marco Lee,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,14.0,1.0,0.0,49.0,,,
marte-sears,Marte Sears,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
mykell-yancie,Mykell Yancie,DL,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0
quentin-peeples,Quentin Peeples,DL,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
ronald-malbrough,Ronald Malbrough,LB,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0
ryan-hibbets,Ryan Hibbets,,,,,,,,1.0,0.0,1.0,1.0,,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sidney-jones,Sidney Jones,DL,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
simeon-burns,Simeon Burns,DB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,3.0,1.0,,,,,,,0.0,0.0,1.0
tairiq-stewart,Tairiq Stewart,OL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
traveon-samuel,Traveon Samuel,WR,,,,,,,,,,,,,,1.0,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,9.0,17.0,0.0,1.0,34.0,4.0,5.0,22.0,8.0,0.0,2.0,39.0,,,
tremell-gooden,Tremell Gooden,WR,1.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,0.0,10.0,10.0,108.0,0.0,0.0,0.0,10.0,0.0,3.0,3.0,0.0,0.0,6.0,2.0,,,,,,,0.0,0.0,2.0
trey-taylor,Trey Taylor,P,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0
vincent-espinoza,Vincent Espinoza,QB,,632.0,,,,,,,,,,,0.0,,,,,,,,,19.0,12.0,7.0,22.0,11.0,124.0,2.0,4.0,211.0,136.0,7.0,,,,,,,9.0,14.0,4.0,0.0,0.0,34.0,,,
vincent-wilkerson,Vincent Wilkerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,28.0,0.0,2.0,67.0,4.0,,,,,,,,,
zuri-davis,Zuri Davis,WR,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
