player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
b-kumar,B Kumar,,,,,,,,24.0,1.0,0.0,11.0,0.0,2.0,1.0
ch-gayle,CH Gayle,,31.0,0.0,0.0,1.0,4.0,0.0,,,,,,,1.0
e-lewis,E Lewis,,36.0,2.0,1.0,2.0,40.0,3.0,,,,,,,1.0
kk-ahmed,KK Ahmed,,,,,,,,18.0,0.0,0.0,27.0,0.0,0.0,1.0
kuldeep-yadav,Kuldeep Yadav,,,,,,,,12.0,0.0,0.0,3.0,1.0,0.0,1.0
mohammed-shami,Mohammed Shami,,,,,,,,18.0,0.0,0.0,5.0,0.0,0.0,1.0
ra-jadeja,RA Jadeja,,,,,,,,6.0,0.0,0.0,6.0,0.0,0.0,1.0
sd-hope,SD Hope,,11.0,0.0,1.0,3.0,6.0,0.0,,,,,,,1.0
