player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
andreas-hårstad,Andreas Hårstad,,1.0,1.0,0.0,8.0,5.0
bartosz-lobaza,Bartosz Lobaza,,0.0,1.0,1.0,5.0,8.0
konrad-stych,Konrad Stych,,0.0,1.0,1.0,5.0,8.0
krzysztof-domin,Krzysztof Domin,,0.0,1.0,1.0,5.0,8.0
magnus-ramsfjell,Magnus Ramsfjell,,1.0,1.0,0.0,8.0,5.0
maksym-grzelka,Maksym Grzelka,,0.0,1.0,1.0,5.0,8.0
marcin-cieminski,Marcin Cieminski,,0.0,1.0,1.0,5.0,8.0
mathias-braenden,Mathias Braenden,,1.0,1.0,0.0,8.0,5.0
michael-mellemseter,Michael Mellemseter,,1.0,1.0,0.0,8.0,5.0
wilhelm-naess,Wilhelm Naess,,1.0,1.0,0.0,8.0,5.0
