player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
aaron-baum,Aaron Baum,K,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,3.0,4.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berdale-robins,BerDale Robins,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
bo-bell,Bo Bell,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
chris-fitzgerald,Chris Fitzgerald,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
cornel-jones,Cornel Jones,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
darius-prince,DARIUS PRINCE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,21.0,0.0,0.0,1.0,43.0,3.0,,,,,,,,,,
dalton-oliver,Dalton Oliver,,,591.0,,,,,,,,,,,,0.0,,,,,,,,,22.0,13.0,0.0,15.0,0.0,127.0,0.0,3.0,190.0,0.0,,,,,,,,,2.0,2.0,0.0,1.0,0.0,0.0,2.0,,
daniel-williams-iii,Daniel Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,0.0,0.0,1.0,51.0,6.0,,,,,,,,,,
dezmon-epps,Dezmon Epps,WR,,,,,,,,,,,,,,,3.0,,,,,38.0,1.0,115.0,,,,,,,,,,,12.0,31.0,0.0,0.0,0.0,37.0,3.0,0.0,,,,,,,,,
drevon-macon,Drevon Macon,WR,,,,,,,,,,,,,,,2.0,,,,,9.0,0.0,19.0,,,,,,,,,,,19.0,19.0,0.0,0.0,0.0,19.0,1.0,0.0,,,,,,,,,
ezekiel-rose,Ezekiel Rose,DL,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.0
jalen-wilson,JALEN  WILSON,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0
jairus-grissom,Jairus Grissom,QB,,,,,,,,,,,,,,,1.0,,,,,16.0,0.0,16.0,,,,,,,,,,,14.0,18.0,0.0,0.0,2.0,68.0,5.0,0.0,,,,,,,,,
jalen-jackson,Jalen Jackson,RB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
jalin-marshall,Jalin Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,31.0,0.0,1.0,2.0,110.0,7.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
jarvai-flowers,Jarvai Flowers,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,,,,,18.0,0.0,36.0,,,,,,,,,,,14.0,27.0,0.0,0.0,0.0,54.0,4.0,0.0,,,,,,,,0.0,1.0
joe-powell,Joe Powell,DB/LB/SAF,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,8.0
khai-west,Khai West,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0
malik-henry,Malik Henry,WR,,479.0,,,,,,,,,,,,0.0,,,,,,,,,48.0,23.0,0.0,11.0,0.0,84.0,0.0,3.0,244.0,0.0,,,,,,,,,2.0,2.0,0.0,1.0,0.0,1.0,2.0,,
mike-lee,Mike Lee,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
oscar-roden,Oscar Roden,K,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shiloh-flanagan,Shiloh Flanagan,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0
siasoi-finau,Siasoi Finau,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
sidney-houston-jr,Sidney Houston Jr.,DL,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
tierre-turner,Tierre Turner,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
trevante-long,Trevante Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,13.0,0.0,0.0,0.0,52.0,7.0,,,,,,,,,,
vincent-dileo-ii,Vincent DiLeo II,RB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,1.0
