player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
adrian-greene,Adrian Greene,DB,,,,0.0,,,,,,,,,,0.0,2.0
alexander-hollins,Alexander HOLLINS,WR,,,,,,,,,0.0,36.0,2.0,,,,
bc-dst,BC DST,DST,,,,,,,,29.0,,,,,,7.0,
bc-k,BC K,K,4.0,69.0,,,,,,,,,,,,,
bc-qb,BC QB,QB,,,2.0,,,2.0,265.0,,,,,,54.0,,
ben-hladik,Ben Hladik,LB,,,,0.0,,,,,,,,,,1.0,3.0
cole-nelson,Cole Nelson,OL,,,,0.0,,,,,,,,,,0.0,2.0
david-mackie,David Mackie,FB/RB,,,,,,,,,0.0,0.0,0.0,,,,
dean-faithfull,Dean Faithfull,K,3.0,83.0,,,1.0,,,,,,,,,,
dillon-mitchell,Dillon MITCHELL,WR,,,,,,,,,2.0,42.0,3.0,,,,
edm-dst,EDM DST,DST,,,,,,,,37.0,,,,,,2.0,
edm-k,EDM K,K,3.0,83.0,,,1.0,,,,,,,,,,
edm-qb,EDM QB,QB,,,,,,2.0,182.0,,,,,,13.0,,
elliott-brown,Elliott Brown,DL,,,,0.0,,,,,,,,,,0.0,2.0
emmanuel-rugamba,Emmanuel Rugamba,DB,,,,0.0,,,,,,,,,,0.0,1.0
eugene-lewis,Eugene LEWIS,WR,,,,,,,,,0.0,38.0,2.0,,,,
francis-bemiy,Francis Bemiy,DL,,,,0.0,,,,,,,,,,0.0,1.0
garry-peters,Garry Peters,DB,,,,0.0,,,,,,,,,,0.0,1.0
gavin-cobb,Gavin COBB,WR,,,,,,,,,0.0,0.0,0.0,,,,
jacob-plamondon,Jacob Plamondon,DL/DB,,,,0.0,,,,,,,,,,0.0,0.0
jake-ceresna,Jake Ceresna,DL/DB,,,,0.0,,,,,,,,,,2.0,5.0
jalon-edwards-cooper,Jalon Edwards-Cooper,DB,,,,0.0,,,,,,,,,,0.0,4.0
jamie-harry,Jamie Harry,DB,,,,0.0,,,,,,,,,,0.0,2.0
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,,1.0,88.0,4.0,,,,
josh-woods,Josh Woods,LB,,,,0.0,,,,,,,,,,0.0,5.0
justin-mcinnis,Justin MCINNIS,WR,,,,0.0,,,,,1.0,22.0,2.0,,,0.0,1.0
kai-gray,Kai Gray,CB/DB,,,,1.0,,,,,,,,,,0.0,2.0
kai-locksley,Kai Locksley,QB,,,,,,,,,,,,0.0,3.0,,
keon-hatcher,Keon HATCHER,WR,,,,,,,,,0.0,91.0,4.0,,,,
kevin-brown,Kevin BROWN,RB,,,,,,,,,0.0,26.0,4.0,0.0,18.0,,
kyran-moore,Kyran Moore,WR,,,,,,,,,0.0,56.0,8.0,,,,
loucheiz-purifoy,Loucheiz Purifoy,DB,,,,0.0,,,,,,,,,,0.0,3.0
lucky-whitehead,Lucky Whitehead,WR,,,,,,,,,0.0,0.0,0.0,0.0,9.0,,
marcus-sayles,Marcus Sayles,DB,,,,0.0,,,,,,,,,,0.0,2.0
mark-mclaurin,Mark McLaurin,LB,,,,0.0,,,,,,,,,,0.0,0.0
mathieu-betts,Mathieu Betts,DL/DB/DE,,,,0.0,,,,,,,,,,2.0,4.0
maxime-roger,Maxime Roger,LB/DB,,,,0.0,,,,,,,,,,0.0,0.0
michael-brodrique,Michael Brodrique,LB,,,,0.0,,,,,,,,,,0.0,0.0
michael-domagala,Michael Domagala,K/P,,,,0.0,,,,,,,,,,0.0,0.0
nyles-morgan,Nyles Morgan,LB/DB,,,,0.0,,,,,,,,,,0.0,12.0
patrice-rene,Patrice Rene,DB,,,,0.0,,,,,,,,,,0.0,0.0
quincy-mauger,Quincy Mauger,DB,,,,0.0,,,,,,,,,,1.0,3.0
scott-hutter,Scott Hutter,DB,,,,0.0,,,,,,,,,,0.0,0.0
sean-whyte,Sean WHYTE,K,4.0,69.0,,,,,,,,,,,,,
shannon-brooks,Shannon Brooks,RB,,,,,,,,,,,,0.0,22.0,,
shawn-lemon,Shawn Lemon,DL/DB/DE,,,,1.0,,,,,,,,,,2.0,4.0
sione-teuhema,Sione Teuhema,DL/DT/DB,,,,0.0,,,,,,,,,,1.0,5.0
stefan-flintoft,Stefan Flintoft,K/P,,,,0.0,,,,,,,,,,0.0,0.0
tj-lee,T.J. Lee,DB,,,,0.0,,,,,,,,,,1.0,7.0
tanner-green,Tanner GREEN,FB/RB,,,,0.0,,,,,,,,,,0.0,0.0
taquan-mizzell,Taquan Mizzell,RB,,,,0.0,,,,,0.0,28.0,4.0,2.0,112.0,0.0,1.0
taylor-cornelius,Taylor Cornelius,QB,,,,,,,,,,,,0.0,7.0,,
tibo-debaillie,Tibo Debaillie,DL/DB,,,,0.0,,,,,,,,,,0.0,1.0
tony-jones,Tony Jones,LB,,,,0.0,,,,,,,,,,0.0,0.0
tre-ford,Tre Ford,QB,,,0.0,,,2.0,182.0,,,,,0.0,43.0,,
vernon-adams-jr,Vernon ADAMS JR.,QB,,,2.0,,,2.0,265.0,,,,,,54.0,,
woodly-appolon,Woodly Appolon,LB,,,,0.0,,,,,,,,,,0.0,0.0
woody-baron,Woody Baron,DL/DB,,,,0.0,,,,,,,,,,1.0,2.0
