player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
c-bosch,C Bosch,,,,,,,,6.0,0.0,0.0,5.0,0.0,0.0,1.0
dp-conway,DP Conway,,13.0,1.0,1.0,1.0,24.0,2.0,,,,,,,1.0
ks-williamson,KS Williamson,,11.0,2.0,1.0,2.0,12.0,0.0,,,,,,,1.0
karim-janat,Karim Janat,,,,,,,,6.0,0.0,0.0,10.0,0.0,0.0,1.0
ta-boult,TA Boult,,,,,,,,12.0,0.0,0.0,22.0,0.0,1.0,1.0
