player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
d-kataina,D Kataina,,26.0,1.0,0.0,6.0,14.0,0.0,,,,,,,,1.0
j-george,J George,,12.0,2.0,0.0,4.0,9.0,0.0,6.0,0.0,0.0,7.0,0.0,1.0,,1.0
k-mataora,K Mataora,,10.0,0.0,0.0,2.0,3.0,0.0,,,,,,,,1.0
m-kaukura,M Kaukura,,5.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,1.0
m-tarimiala,M Tarimiala,,,,,,,,,,,,,,1.0,1.0
n-navaika,N Navaika,,23.0,0.0,1.0,3.0,17.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,,1.0
p-kaveao,P Kaveao,,3.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,10.0,1.0,1.0,,1.0
p-maruariki,P Maruariki,,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,1.0
r-andrew,R Andrew,,36.0,3.0,0.0,1.0,35.0,0.0,12.0,0.0,0.0,6.0,2.0,0.0,,1.0
r-ova,R Ova,,,,,,,,18.0,0.0,0.0,11.0,1.0,2.0,,1.0
s-samuels,S Samuels,,1.0,0.0,0.0,10.0,0.0,0.0,,,,,,,,1.0
s-solman,S Solman,,1.0,0.0,1.0,4.0,1.0,0.0,18.0,0.0,0.0,10.0,0.0,2.0,,1.0
s-vaia,S Vaia,,29.0,1.0,0.0,8.0,14.0,0.0,24.0,0.0,0.0,14.0,1.0,1.0,,1.0
t-mato,T Mato,,3.0,0.0,0.0,9.0,1.0,0.0,,,,,,,,1.0
v-langiatu,V Langiatu,,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,1.0
v-mansale,V Mansale,,,,,,,,14.0,1.0,0.0,10.0,3.0,4.0,1.0,1.0
v-vira,V Vira,,,,,,,,18.0,0.0,0.0,10.0,3.0,1.0,,1.0
zp-ikiua,ZP Ikiua,,1.0,0.0,0.0,5.0,0.0,0.0,24.0,0.0,0.0,25.0,0.0,0.0,,1.0
