player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
andrew-thai,Andrew Thai,P,,,4.0,4.0,,,1.0,,,,4.0,,-5.0,17.0
austin-taylor,Austin Taylor,WR/P,5.0,,43.0,49.0,,4.0,1.0,3.0,,,51.0,2.0,-9.0,337.0
billy-obryan,Billy O\'Bryan,P,,,5.0,7.0,,,2.0,1.0,13.0,,7.0,,14.0,50.0
bobby-ley,Bobby Ley,P,1.0,,34.0,39.0,,1.0,3.0,3.0,,,42.0,3.0,35.0,390.0
bradley-fleming,Bradley Fleming,P,,,6.0,7.0,,,,,,,8.0,1.0,44.0,39.0
bradley-seuntjens,Bradley Seuntjens,P,,2.0,1.0,14.0,,,2.0,,1.0,,1.0,,6.0,68.0
brendan-mccann,Brendan McCann,P,,,13.0,20.0,,,2.0,,16.0,,20.0,1.0,54.0,118.0
brett-hulsmeyer,Brett Hulsmeyer,P,1.0,3.0,32.0,30.0,,1.0,3.0,,,,31.0,,392.0,180.0
caelan-mcsweeney,Caelan McSweeney,P,2.0,,18.0,23.0,,,2.0,,,,25.0,2.0,37.0,228.0
chris-bartoli,Chris Bartoli,P,,,4.0,2.0,,2.0,1.0,,,,3.0,,74.0,14.0
christian-olsen,Christian Olsen,P,,2.0,18.0,23.0,,1.0,2.0,1.0,,,23.0,2.0,132.0,113.0
cole-davis-brand,Cole Davis-Brand,P,2.0,1.0,15.0,19.0,,,3.0,2.0,,,19.0,3.0,85.0,115.0
colin-sunde,Colin Sunde,P,2.0,,16.0,15.0,1.0,,1.0,1.0,,,16.0,1.0,3.0,111.0
dean-ramsey,Dean Ramsey,P,3.0,,2.0,1.0,,1.0,1.0,,5.0,,1.0,,37.0,2.0
gustav-haflin,Gustav Haflin,P,,,5.0,5.0,,,1.0,,,,5.0,,46.0,76.0
jp-burns,JP Burns,P,2.0,1.0,3.0,6.0,,,,,3.0,,6.0,1.0,26.0,106.0
jac-carreiro,Jac Carreiro,P,,,7.0,6.0,,2.0,,,,,7.0,,84.0,75.0
jake-taylor,Jake Taylor,P,,,4.0,4.0,,,1.0,1.0,,,4.0,1.0,-2.0,27.0
jay-clark,Jay Clark,P,1.0,,9.0,9.0,,,1.0,1.0,,,10.0,,48.0,74.0
justin-burnett,Justin Burnett,P,1.0,,8.0,6.0,,,,,,,8.0,2.0,53.0,32.0
karl-ekwurtzel,Karl Ekwurtzel,P,1.0,,9.0,7.0,,1.0,,,,,7.0,1.0,104.0,23.0
kennith-taylor,Kennith Taylor,P,,2.0,7.0,6.0,,,,,,,6.0,,57.0,1.0
liam-haberfield,Liam Haberfield,P,2.0,1.0,26.0,22.0,,,1.0,1.0,,,24.0,,171.0,149.0
luca-harwood,Luca Harwood,P,,,13.0,,,1.0,,,,,,,182.0,
lukas-mcclamrock,Lukas McClamrock,P,,1.0,10.0,7.0,,2.0,2.0,,,,9.0,2.0,94.0,15.0
matt-smith,Matt Smith,P,,,23.0,18.0,,3.0,2.0,,,,20.0,,276.0,84.0
max-thorne,Max Thorne,P,,,21.0,20.0,,1.0,1.0,1.0,,,20.0,,119.0,108.0
mike-kobyra,Mike Kobyra,P,,1.0,4.0,3.0,,1.0,,,2.0,,4.0,1.0,71.0,16.0
oscar-graff,Oscar Graff,P,3.0,1.0,7.0,5.0,,,,,,,7.0,2.0,100.0,10.0
phillip-joyce,Phillip Joyce,P,,,6.0,,,,,,,,3.0,1.0,45.0,
ray-tetreault,Ray Tetreault,P,1.0,1.0,21.0,17.0,1.0,4.0,,,,1.0,17.0,1.0,220.0,64.0
rocco-linehan,Rocco Linehan,P,3.0,,8.0,12.0,,1.0,,3.0,7.0,,15.0,,26.0,210.0
simon-carapella,Simon Carapella,P,,1.0,14.0,11.0,,3.0,,,,,11.0,3.0,243.0,17.0
tanner-halkyard,Tanner Halkyard,P,3.0,2.0,5.0,5.0,,,,,,,5.0,3.0,54.0,76.0
tanner-robinson,Tanner Robinson,P,1.0,,6.0,4.0,,2.0,,,1.0,,5.0,1.0,78.0,35.0
topher-davis,Topher Davis,P,,1.0,10.0,9.0,,2.0,2.0,,,,10.0,1.0,69.0,102.0
tyler-chan,Tyler Chan,P,1.0,1.0,14.0,17.0,,,2.0,,,,17.0,,46.0,155.0
