player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
amy-atwell,Amy Atwell,,,,,,2.0,,,2.0,,1.0,,,,7.75,,-7.0,,,,
anneli-maley,Anneli Maley,,1.0,,3.0,,,,0.5,2.0,1.0,2.0,,,,18.85,1.0,3.0,2.0,4.0,3.0,1.0
azura-stevens-2,Azura Stevens,,2.0,1.0,4.0,0.333,3.0,1.0,0.462,13.0,6.0,,,1.0,,25.966666666666665,2.0,-4.0,13.0,6.0,,
brittney-sykes,Brittney Sykes,W,4.0,2.0,6.0,,2.0,,0.375,8.0,3.0,4.0,0.75,4.0,3.0,35.516666666666666,,3.0,9.0,6.0,4.0,2.0
candace-parker,Candace Parker,,6.0,1.0,6.0,0.429,7.0,3.0,0.571,14.0,8.0,4.0,0.667,3.0,2.0,32.63333333333333,,-7.0,21.0,6.0,3.0,6.0
chennedy-carter,Chennedy Carter,,,,1.0,,,,0.8,5.0,4.0,2.0,0.8,5.0,4.0,12.333333333333334,,4.0,12.0,1.0,,3.0
chiney-ogwumike,Chiney Ogwumike,,,,1.0,,,,0.5,6.0,3.0,3.0,0.5,4.0,2.0,19.466666666666665,5.0,10.0,8.0,6.0,2.0,1.0
courtney-vandersloot,Courtney Vandersloot,,8.0,,2.0,0.333,3.0,1.0,0.286,7.0,2.0,4.0,1.0,6.0,6.0,34.05,,-7.0,11.0,2.0,,8.0
dana-evans,Dana Evans,G,5.0,,,0.286,7.0,2.0,0.529,17.0,9.0,4.0,0.8,5.0,4.0,35.25,,-7.0,24.0,,4.0,2.0
emma-meesseman,Emma Meesseman,,5.0,,6.0,,1.0,,0.545,11.0,6.0,1.0,,,,35.68333333333333,2.0,-5.0,12.0,8.0,1.0,4.0
jasmine-walker,Jasmine Walker,,1.0,,3.0,,2.0,,,2.0,,1.0,,,,9.75,,3.0,,3.0,1.0,
jordin-canada,Jordin Canada,G,8.0,,4.0,,1.0,,0.545,11.0,6.0,2.0,1.0,9.0,9.0,32.666666666666664,,3.0,21.0,4.0,2.0,3.0
kaela-davis,Kaela Davis,,1.0,,1.0,,,,,1.0,,3.0,,,,9.85,,-1.0,,1.0,,2.0
lexie-brown,Lexie Brown,,5.0,,3.0,0.8,5.0,4.0,0.667,6.0,4.0,2.0,,,,31.9,,12.0,12.0,3.0,2.0,2.0
liz-cambage,Liz Cambage,,,2.0,3.0,,1.0,,0.333,12.0,4.0,3.0,0.667,6.0,4.0,24.233333333333334,1.0,-3.0,12.0,4.0,4.0,5.0
nneka-ogwumike,Nneka Ogwumike,,2.0,,5.0,0.667,3.0,2.0,0.7,10.0,7.0,2.0,1.0,3.0,3.0,36.78333333333333,2.0,7.0,19.0,7.0,3.0,3.0
rae-burrell,Rae Burrell,W,,,2.0,0.333,3.0,1.0,0.333,3.0,1.0,,1.0,2.0,2.0,14.6,,3.0,5.0,2.0,1.0,1.0
ruthy-hebard,Ruthy Hebard,,,,1.0,,,,1.0,1.0,1.0,2.0,,,,13.416666666666666,1.0,1.0,2.0,2.0,,1.0
sparkle-taylor,Sparkle Taylor,,,,2.0,,1.0,,0.75,4.0,3.0,2.0,,,,18.85,,-8.0,6.0,2.0,,1.0
tina-krajisnik,Tina Krajisnik,,,,,,,,,,,,,,,0.45,,,,,,
