player_id,player_name,positions,def_sack,def_solo,def_tot,def_ydsl,pass_att,pass_cmp,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
courtney-stephen,Courtney Stephen,DB,1.0,2.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deon-lacey,Deon Lacey,LB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
derel-walker,Derel Walker,WR,,,,,,,,,,,,,12.0,16.0,1.0,47.0,140.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
dominique-ellis,Dominique Ellis,DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donnie-baggs,Donnie Baggs,LB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drake-nevis,Drake Nevis,DL/DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eddie-steele,Eddie Steele,DL/DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emanuel-davis,Emanuel Davis,DB,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grant-shaw,Grant Shaw,K/P,,,,,,,,,,,,,,,,,,73.0,5.0,5.0,113.0,332.0,,,,,,,,,,,,,,,
jc-sherritt,J.C. Sherritt,LB,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jabari-hunt,Jabari Hunt,DB/DE,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeff-mathews,Jeff Mathews,QB,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,6.0,1.0,1.0,,,,,,
jeremiah-masoli,Jeremiah MASOLI,QB,,,,,38.0,31.0,39.0,,,3.0,391.0,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,
john-chick,John Chick,DB/DE,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-white,John White,RB,,,,,,,,,,,,9.0,4.0,5.0,,20.0,26.0,,,,,,8.0,11.0,1.0,30.0,,,6.0,1.0,1.0,,,,,,
johnny-sears,Johnny Sears,DB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jordan-lynch,Jordan Lynch,QB,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,,11.0,,,,,,,,,,,
kenny-ladler,Kenny Ladler,LB/DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kenzel-doe,Kenzel Doe,WR,,,,,,,,,,,,,,,,,,34.0,5.0,,,116.0,,,,,,,,,,,,,,,
larry-dean,Larry Dean,LB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luke-tasker,Luke Tasker,WR,,,,,,,,,,,,39.0,11.0,11.0,,61.0,146.0,,,,,,,,,,,,,,,,,,,,
marcell-young,Marcell Young,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mike-reilly,Mike Reilly,QB,,,,,42.0,32.0,,26.0,3.0,3.0,354.0,,,,,,,,,,,,5.0,16.0,,24.0,,,,,,,,,,,
natey-adjei,Natey Adjei,WR,,,,,,,,,,,,11.0,1.0,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,
neil-king,Neil King,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odell-willis,Odell Willis,DB/DE,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pat-watkins,Pat Watkins,DB,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quinton-pointer,Quinton Pointer,DB,1.0,2.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reuben-frank,Reuben Frank,DL/DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rico-murray,Rico Murray,LB/DB,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sean-whyte,Sean WHYTE,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,1.0,1.0,42.0,7.0,4.0,4.0
simoni-lawrence,Simoni Lawrence,LB,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solomon-means,Solomon Means,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spencer-watt,Spencer Watt,WR,,,,,,,,,,,,6.0,1.0,2.0,,3.0,6.0,,,,,,,,,,,,,,,,,,,,
ted-laurent,Ted Laurent,DB/DT,1.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrence-toliver,Terrence Toliver,WR,,,,,,,,,,,,,4.0,4.0,1.0,,37.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
travis-lee,Travis Lee,DB,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
