player_id,player_name,positions,def_sack,def_solo,def_tot,def_ydsl,pass_att,pass_cmp,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
adarius-bowman,Adarius Bowman,SB/WR,,,,,,,,,,,,21.0,9.0,11.0,1.0,73.0,111.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
adrian-tracy,Adrian Tracy,DL/DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
almondo-sewell,Almondo Sewell,DB/DT,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrew-fantuz,Andrew Fantuz,WR,,,,,,,,,,,,,6.0,9.0,2.0,10.0,80.0,,,,,,,,,,,2.0,12.0,,2.0,,,,,,
brandon-banks,Brandon Banks,WR,,,,,,,,,,,,34.0,3.0,3.0,,52.0,64.0,29.0,3.0,,,73.0,,,,,,,,,,,,,,,
brett-maher,Brett Maher,K,,,,,,,,,,,,,,,,,,71.0,5.0,5.0,116.0,328.0,,,,,,,11.0,,,3.0,3.0,44.0,11.0,3.0,2.0
cj-gable,C.J. Gable,RB,,,,,,,,,,,,7.0,1.0,1.0,,12.0,7.0,22.0,2.0,,,40.0,8.0,10.0,,35.0,,,,,,,,,,,
calvin-mccarty,Calvin McCarty,RB,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,6.0,,,,,,,,,,,
chad-owens,Chad Owens,WR,,,,,,,,,,,,14.0,5.0,8.0,,19.0,51.0,,,,,,,,,,1.0,,2.0,,,,,,,,
chris-getzlaf,Chris Getzlaf,WR,,,,,,,,,,,,16.0,2.0,2.0,,10.0,31.0,,,,,,,,,,,,,,,,,,,,
cordelius-parks,Cordelius Parks,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cory-watson,Cory Watson,WR,,,,,,,,,,,,15.0,4.0,6.0,1.0,12.0,35.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
