player_id,player_name,positions,fg_made,pass_td,recv_td,rush_td
devante-wright,Devante Wright,DL,,,1.0,
kye-black,Kye Black,LB,,1.0,,3.0
trey-dudley-giles,Trey Dudley-Giles,DB,1.0,,,
