player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-weaver,Aaron Weaver,P,,,1.0,1.0,,,,,,,2.0,1.0,5.0,14.0
andrew-padula,Andrew Padula,P,,,2.0,3.0,,1.0,1.0,,,,3.0,,12.0,28.0
ben-ashton,Ben Ashton,P,,,6.0,6.0,,,1.0,,,,6.0,,46.0,78.0
braden-eberhard,Braden Eberhard,P,,,3.0,5.0,,,1.0,,2.0,,5.0,,36.0,24.0
brandon-van-deusen,Brandon Van Deusen,P,1.0,,47.0,53.0,,,1.0,3.0,,,56.0,3.0,107.0,354.0
chad-yorgason,Chad Yorgason,P,2.0,1.0,7.0,6.0,,1.0,,1.0,2.0,,6.0,,52.0,58.0
daniel-brunker,Daniel Brunker,P,1.0,,11.0,13.0,,,,,,,14.0,1.0,35.0,105.0
devon-terry,Devon Terry,P,2.0,1.0,12.0,10.0,,2.0,2.0,3.0,,,10.0,,211.0,149.0
elijah-jaime,Elijah Jaime,P,1.0,,8.0,5.0,,3.0,1.0,,,,5.0,,55.0,10.0
eugene-lheureux,Eugene L\'Heureux,P,1.0,1.0,10.0,19.0,,,1.0,,16.0,,21.0,2.0,-6.0,152.0
everest-shapiro,Everest Shapiro,P,,,14.0,12.0,1.0,1.0,,,,1.0,14.0,2.0,118.0,65.0
everett-saunders,Everett Saunders,P,1.0,1.0,4.0,6.0,,,,2.0,,,6.0,,71.0,136.0
jace-duennebeil,Jace Duennebeil,P,1.0,,7.0,4.0,,3.0,1.0,,,,4.0,,162.0,51.0
jacob-jahnke,Jacob Jahnke,P,,,6.0,4.0,,2.0,,,,,4.0,,54.0,13.0
jacob-miller,Jacob Miller,P,3.0,,20.0,27.0,,1.0,4.0,1.0,,,27.0,,107.0,313.0
jensen-wells,Jensen Wells,P,1.0,,14.0,11.0,,2.0,2.0,1.0,,,13.0,2.0,168.0,135.0
jonny-hoffman,Jonny Hoffman,P,3.0,2.0,10.0,8.0,,1.0,1.0,,,,9.0,1.0,120.0,125.0
jordan-kerr,Jordan Kerr,P,2.0,,20.0,14.0,,5.0,,,,,14.0,,280.0,45.0
kyle-weinberg,Kyle Weinberg,P,1.0,1.0,14.0,11.0,,2.0,1.0,,1.0,,13.0,2.0,281.0,63.0
lukas-ambrose,Lukas Ambrose,P,,,3.0,2.0,,1.0,1.0,,,,3.0,,80.0,-7.0
luke-yorgason,Luke Yorgason,P,1.0,,31.0,33.0,,1.0,4.0,,,,34.0,1.0,90.0,294.0
marcel-osborne,Marcel Osborne,P,,,23.0,24.0,,1.0,1.0,,,,26.0,2.0,247.0,129.0
matt-miller,Matt Miller,P,,,8.0,9.0,,,1.0,,,,11.0,,28.0,102.0
mckay-yorgason,McKay Yorgason,P,2.0,1.0,10.0,9.0,,1.0,2.0,,,,10.0,1.0,79.0,48.0
michael-kiyoi,Michael Kiyoi,P,1.0,,15.0,12.0,1.0,1.0,,,,,14.0,2.0,101.0,83.0
mitchell-steiner,Mitchell Steiner,P,1.0,,8.0,9.0,,,1.0,,4.0,,9.0,,80.0,25.0
nate-kirchhofer,Nate Kirchhofer,P,,,2.0,1.0,,,,,5.0,,2.0,1.0,-3.0,-5.0
nate-ransom,Nate Ransom,P,,,1.0,1.0,,1.0,1.0,,,,1.0,,-3.0,17.0
pawel-janas,Pawel Janas,P,5.0,,59.0,66.0,2.0,,4.0,,,,67.0,1.0,183.0,485.0
rhys-gretsch,Rhys Gretsch,P,2.0,,2.0,2.0,,,,,5.0,,2.0,,10.0,20.0
sam-cook,Sam Cook,P,,,20.0,15.0,,3.0,,,,,16.0,1.0,228.0,14.0
sean-connole,Sean Connole,P,3.0,,27.0,31.0,,,1.0,2.0,,,32.0,1.0,255.0,332.0
sean-mcdougall,Sean McDougall,P,1.0,,17.0,12.0,,4.0,1.0,1.0,,,12.0,2.0,175.0,10.0
tony-mounga,Tony Mounga,P,,2.0,4.0,5.0,,,1.0,1.0,,,6.0,1.0,3.0,117.0
will-selfridge,Will Selfridge,P,1.0,1.0,11.0,11.0,,,1.0,1.0,,,11.0,,118.0,54.0
zac-schakner,Zac Schakner,P,,1.0,1.0,1.0,,2.0,,1.0,,,1.0,,4.0,-1.0
