player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
bongkwang-nam,Bongkwang Nam,,1.0,1.0,0.0,7.0,4.0
huitae-yang,Huitae Yang,,1.0,1.0,0.0,7.0,4.0
hyeonchul-lee,Hyeonchul Lee,,1.0,1.0,0.0,7.0,4.0
jinho-cha,Jinho Cha,,1.0,1.0,0.0,7.0,4.0
kristina-ulander,Kristina Ulander,,0.0,1.0,1.0,4.0,7.0
marcus-holm,Marcus Holm,,0.0,1.0,1.0,4.0,7.0
min-ja-bang,Min Ja Bang,,1.0,1.0,0.0,7.0,4.0
ronny-persson,Ronny Persson,,0.0,1.0,1.0,4.0,7.0
sabina-johansson,Sabina Johansson,,0.0,1.0,1.0,4.0,7.0
viljo-petersson-dahl,Viljo Petersson-Dahl,,0.0,1.0,1.0,4.0,7.0
